page_url,city_from,city_to,price,segment,total_freq
https://city2city.ru/orenburg-sorochinsk,Оренбург,Сорочинск,5600,SEO_AUTOPILOT,97
https://city2city.ru/ufa-perm,Уфа,Пермь,15000,DIRECT_TEST,97
https://city2city.ru/kaluga-obninsk,Калуга,Обнинск,2500,SEO_AUTOPILOT,96
https://city2city.ru/krasnoyarsk-sosnovoborsk,Красноярск,Сосновоборск,2000,SEO_AUTOPILOT,95
https://city2city.ru/irkutsk-shelexov,Иркутск,Шелехов,2000,SEO_AUTOPILOT,94
https://city2city.ru/kursk-voronezh,Курск,Воронеж,6800,SEO_AUTOPILOT,93
https://city2city.ru/ufa-naberezhnye-chelny,Уфа,Набережные Челны,8800,SEO_AUTOPILOT,93
https://city2city.ru/volgograd-kamyshin,Волгоград,Камышин,6300,SEO_AUTOPILOT,93
https://city2city.ru/ivanovo-kostroma,Иваново,Кострома,3000,SEO_AUTOPILOT,93
https://city2city.ru/samara-saratov,Самара,Саратов,12300,DIRECT_TEST,90
https://city2city.ru/saratov-samara,Саратов,Самара,12300,DIRECT_TEST,90
https://city2city.ru/krasnoyarsk-zheleznogorsk,Красноярск,Железногорск,3000,SEO_AUTOPILOT,89
https://city2city.ru/kemerovo-belovo,Кемерово,Белово,3500,SEO_AUTOPILOT,89
https://city2city.ru/kursk-zheleznogorsk,Курск,Железногорск,4000,SEO_AUTOPILOT,89
https://city2city.ru/elista-moskva,Элиста,Москва,38000,DIRECT_TEST,88
https://city2city.ru/lipeczk-voronezh,Липецк,Воронеж,4000,SEO_AUTOPILOT,87
https://city2city.ru/chelyabinsk-moskva,Челябинск,Москва,52500,DIRECT_TEST,87
https://city2city.ru/stavropol-mixajlovsk,Ставрополь,Михайловск,2000,SEO_AUTOPILOT,86
https://city2city.ru/tula-kaluga,Тула,Калуга,3000,SEO_AUTOPILOT,86
https://city2city.ru/tyumen-yalutorovsk,Тюмень,Ялуторовск,3800,SEO_AUTOPILOT,85
https://city2city.ru/tula-domodedovo,Тула,Домодедово,5000,SEO_AUTOPILOT,85
https://city2city.ru/kirov-malmyzh,Киров,Малмыж,8700,SEO_AUTOPILOT,85
https://city2city.ru/orenburg-salavat,Оренбург,Салават,6300,SEO_AUTOPILOT,84
https://city2city.ru/irkutsk-usole-sibirskoe,Иркутск,Усолье-Сибирское,3800,SEO_AUTOPILOT,84
https://city2city.ru/ivanovo-kineshma,Иваново,Кинешма,3800,SEO_AUTOPILOT,83
https://city2city.ru/shelehov-irkutsk,Шелехов,Иркутск,3000,SEO_AUTOPILOT,83
https://city2city.ru/ufa-blagoveshhensk,Уфа,Благовещенск,193400,DIRECT_TEST,82
https://city2city.ru/ekaterinburg-magnitogorsk,международный аэропорт Кольцово Екатеринбург,Магнитогорск,15400,DIRECT_TEST,82
https://city2city.ru/samara-syzran,Самара,Сызрань,5600,SEO_AUTOPILOT,82
https://city2city.ru/kemerovo-prokopevsk,Кемерово,Прокопьевск,6400,SEO_AUTOPILOT,81
https://city2city.ru/lipeczk-gryazi,Липецк,Грязи,3000,SEO_AUTOPILOT,81
https://city2city.ru/orenburg-abdulino,Оренбург,Абдулино,8400,SEO_AUTOPILOT,80
https://city2city.ru/ekaterinburg-verxnyaya-pyshma,Екатеринбург,Верхняя Пышма,2000,SEO_MONITOR,80
https://city2city.ru/belgorod-rossosh,Белгород,Россошь,7800,SEO_MONITOR,79
https://city2city.ru/chelyabinsk-zlatoust,Челябинск,Златоуст,5000,SEO_MONITOR,79
https://city2city.ru/tomsk-seversk,Томск,Северск,3000,SEO_AUTOPILOT,79
https://city2city.ru/belgorod-rossosh-2,Белгород,Россошь,7800,SEO_MONITOR,79
https://city2city.ru/perm-berezniki,Пермь,Березники,6000,SEO_AUTOPILOT,79
https://city2city.ru/pskov-pechory,Псков,Печоры,3000,SEO_AUTOPILOT,79
https://city2city.ru/kursk-rylsk,Курск,Рыльск,4500,SEO_AUTOPILOT,79
