url;gorod1;gorod2;distance;price;freq;segment;source
https://city2city.ru/ufa-izhevsk.html;Уфа;Ижевск;340;10200;130;DIRECT_TEST;old
https://city2city.ru/bryansk-moskva.html;Брянск;Москва;400;12000;130;NEW_P1;new
https://city2city.ru/moskva-bryansk.html;Москва;Брянск;420;13000;130;NEW_P1;new
https://city2city.ru/perm-ekaterinburg.html;Пермь;Екатеринбург;360;10800;129;DIRECT_TEST;old
https://city2city.ru/ekaterinburg-perm.html;международный аэропорт Кольцово Екатеринбург;Пермь;360;10800;129;DIRECT_TEST;old
https://city2city.ru/oryol-moskva.html;Орёл;Москва;360;11000;127;DIRECT_TEST;old
https://city2city.ru/volgograd-moskva.html;Волгоград;Москва;970;29000;127;DIRECT_TEST;old
https://city2city.ru/moskva-orel.html;Москва;Орёл;370;11500;127;NEW_P1;new
https://city2city.ru/moskva-volgograd.html;Москва;Волгоград;990;30000;127;NEW_P1;new
https://city2city.ru/kazan-bavly.html;Казань;Бавлы;350;10500;126;DIRECT_TEST;old
https://city2city.ru/kazan-izhevsk.html;Международный аэропорт Казань;Ижевск;370;11100;126;DIRECT_TEST;old
https://city2city.ru/volgograd-doneczk-rostovskaya-oblast.html;Волгоград;Донецк;390;11700;123;DIRECT_TEST;old
https://city2city.ru/kazan-tujmazy.html;Казань;Туймазы;379;11400;120;DIRECT_TEST;old
https://city2city.ru/ulan-udje-irkutsk.html;Улан-Удэ;Иркутск;450;13500;117;DIRECT_TEST;old
https://city2city.ru/moskva-lipetsk.html;Москва;Липецк;470;14000;115;DIRECT_TEST;old
https://city2city.ru/lipeczk-moskva.html;Липецк;Москва;470;14100;115;DIRECT_TEST;old
https://city2city.ru/moskva-ekaterinburg.html;Москва;Екатеринбург;1660;49800;115;DIRECT_TEST;old
https://city2city.ru/krasnoyarsk-novosibirsk.html;Красноярск;Новосибирск;780;23400;114;DIRECT_TEST;old
https://city2city.ru/krasnoyarsk-abakan.html;Красноярск;Абакан;410;12300;114;DIRECT_TEST;old
https://city2city.ru/novosibirsk-krasnoyarsk.html;Новосибирск;Красноярск;780;23400;114;DIRECT_TEST;old
https://city2city.ru/novosibirsk-novokuznetsk.html;Новосибирск;Новокузнецк;370;11500;114;NEW_P1;new
https://city2city.ru/perm-moskva.html;Пермь;Москва;1465;44000;113;DIRECT_TEST;old
https://city2city.ru/moskva-perm.html;Москва;Пермь;1510;45500;113;DIRECT_TEST;old
https://city2city.ru/svo-taxi-moskva-mariupol.html;Москва;Мариуполь;1250;37500;111;DIRECT_TEST;old
https://city2city.ru/nerjungri-jakutsk.html;Нерюнгри;Якутск;810;24300;109;DIRECT_TEST;old
https://city2city.ru/donetsk-samara.html;Донецк;Самара;1450;43500;104;NEW_P1;new
https://city2city.ru/nizhnij-novgorod-bor.html;Нижний Новгород;Бор;1210;36500;102;DIRECT_TEST;old
https://city2city.ru/aldan-jakutsk.html;Алдан;Якутск;525;15800;100;DIRECT_TEST;old
https://city2city.ru/astraxan-volgograd.html;Астрахань;Волгоград;425;12800;97;DIRECT_TEST;old
https://city2city.ru/perm-ufa.html;Пермь;Уфа;505;15200;97;DIRECT_TEST;old
https://city2city.ru/ufa-perm.html;Уфа;Пермь;500;15000;97;DIRECT_TEST;old
https://city2city.ru/moskva-kirov.html;Москва;Киров;950;28500;94;NEW_P1;new
https://city2city.ru/moskva-ulyanovsk.html;Москва;Ульяновск;850;25500;94;NEW_P1;new
https://city2city.ru/ulyanovsk-moskva.html;Ульяновск;Москва;840;25500;94;NEW_P1;new
https://city2city.ru/moskva-simferopol.html;Москва;Симферополь;1800;54000;93;NEW_P1;new
https://city2city.ru/krasnodar-evpatoriya.html;Краснодар;Евпатория;510;15500;92;NEW_P1;new
https://city2city.ru/samara-saratov.html;Самара;Саратов;410;12300;90;DIRECT_TEST;old
https://city2city.ru/saratov-samara.html;Саратов;Самара;410;12300;90;DIRECT_TEST;old
https://city2city.ru/elista-moskva.html;Элиста;Москва;1265;38000;88;DIRECT_TEST;old
https://city2city.ru/chelyabinsk-moskva.html;Челябинск;Москва;1745;52500;87;DIRECT_TEST;old
https://city2city.ru/novosibirsk-gorno-altaysk.html;Новосибирск;Горно-Алтайск;450;13500;83;NEW_P1;new
https://city2city.ru/ekaterinburg-magnitogorsk.html;международный аэропорт Кольцово Екатеринбург;Магнитогорск;515;15400;82;DIRECT_TEST;old
https://city2city.ru/chelyabinsk-tyumen.html;Челябинск;Тюмень;420;12600;78;DIRECT_TEST;old
https://city2city.ru/ryazan-domodedovo.html;Рязань;Домодедово;870;26500;75;NEW_P1;new
https://city2city.ru/volgograd-astraxan.html;Волгоград;Астрахань;430;13000;75;NEW_P1;new
https://city2city.ru/ekaterinburg-severouralsk.html;Екатеринбург;Североуральск;440;13200;74;DIRECT_TEST;old
https://city2city.ru/izhevsk-moskva.html;Ижевск;Москва;1180;35500;74;DIRECT_TEST;old
https://city2city.ru/ekaterinburg-beloreczk.html;Екатеринбург;Белорецк;1790;53700;73;DIRECT_TEST;old
https://city2city.ru/moskva-chelyabinsk.html;Москва;Челябинск;1755;52500;73;DIRECT_TEST;old
https://city2city.ru/astraxan-moskva.html;Астрахань;Москва;1395;41800;72;DIRECT_TEST;old
https://city2city.ru/kyzyl-abakan.html;Кызыл;Абакан;390;11700;72;DIRECT_TEST;old
https://city2city.ru/krasnodar-feodosiya.html;Краснодар;Феодосия;330;10000;72;NEW_P1;new
https://city2city.ru/moskva-michurinsk.html;Москва;Мичуринск;417;13000;71;NEW_P1;new
https://city2city.ru/lugansk-volgograd.html;Луганск;Волгоград;460;13800;70;DIRECT_TEST;old
https://city2city.ru/svo-taxi-volgograd-lugansk.html;Волгоград;Луганск;470;14000;70;DIRECT_TEST;old
https://city2city.ru/kazan-belebej.html;Казань;Белебей;435;13000;68;DIRECT_TEST;old
https://city2city.ru/krasnodar-adler.html;Краснодар;Адлер;350;10500;68;NEW_P1;new
https://city2city.ru/moskva-elista.html;Москва;Элиста;1265;38000;66;DIRECT_TEST;old
https://city2city.ru/orenburg-yasnyj.html;Оренбург;Ясный;450;13500;66;DIRECT_TEST;old
https://city2city.ru/kazan-tolyatti.html;Казань;Тольятти;340;10000;65;DIRECT_TEST;old
https://city2city.ru/kazan-nizhniy_novgorod.html;Международный аэропорт Казань;Нижний Новгород;420;12600;64;DIRECT_TEST;old
https://city2city.ru/nizhnij-novgorod-kazan.html;Нижний Новгород;Казань;390;11700;64;DIRECT_TEST;old
https://city2city.ru/moskva-vologda.html;Москва;Вологда;460;13800;63;DIRECT_TEST;old
https://city2city.ru/vologda-moskva.html;Вологда;Москва;460;13800;63;DIRECT_TEST;old
https://city2city.ru/blagoveshhensk-jakutsk.html;Благовещенск;Якутск;1765;53000;62;DIRECT_TEST;old
https://city2city.ru/krasnodar-armavir.html;Краснодар;Армавир;330;10000;62;NEW_P1;new
https://city2city.ru/rostov-volgograd.html;Ростов-на-Дону;Волгоград;470;14000;61;DIRECT_TEST;old
https://city2city.ru/volgograd-rostov-na-donu.html;Волгоград;Ростов-на-Дону;490;14700;61;DIRECT_TEST;old
https://city2city.ru/lensk-jakutsk.html;Ленск;Якутск;1375;41200;61;DIRECT_TEST;old
https://city2city.ru/svo-taxi-samara-lugansk.html;Самара;Луганск;1250;37500;60;DIRECT_TEST;old
https://city2city.ru/lugansk-samara.html;Луганск;Самара;1240;37200;60;DIRECT_TEST;old
https://city2city.ru/krasnodar-dzhankoj.html;Краснодар;Джанкой;450;13500;60;NEW_P1;new
https://city2city.ru/moskva-astraxan.html;Москва;Астрахань;1450;43500;60;NEW_P1;new
https://city2city.ru/moskva-dzhankoj.html;Москва;Джанкой;1700;51000;59;NEW_P1;new
https://city2city.ru/moskva-otradnaya.html;Москва;станица Отрадная;1500;45000;59;NEW_P1;new
https://city2city.ru/moskva-otradnoe.html;Москва;Отрадное;700;21000;59;NEW_P1;new
https://city2city.ru/moskva-otradnyj.html;Москва;Отрадный;1100;33000;59;NEW_P1;new
https://city2city.ru/svo-taxi-gorlovka-moskva.html;Горловка;Москва;1160;35000;58;DIRECT_TEST;old
https://city2city.ru/svo-taxi-moskva-gorlovka.html;Москва;Горловка;1320;46000;58;DIRECT_TEST;old
https://city2city.ru/krasnodar-mineralnye-vody.html;Краснодар;Минеральные Воды;405;12000;57;DIRECT_TEST;old
https://city2city.ru/tumen-chelyabinsk.html;аэропорт Тюмень (Рощино);Челябинск;420;12500;57;DIRECT_TEST;old
https://city2city.ru/samara-kirov.html;Самара;Киров;770;23100;56;DIRECT_TEST;old
https://city2city.ru/vladivostok-habarovsk.html;Владивосток;Хабаровск;755;22600;56;DIRECT_TEST;old
https://city2city.ru/penza-zarechnyj-penzenskaya-oblast.html;Пенза;Заречный;1330;40000;56;DIRECT_TEST;old
https://city2city.ru/xabarovsk-vladivostok.html;Хабаровск;Владивосток;760;22800;56;DIRECT_TEST;old
https://city2city.ru/kirov-samara.html;Киров;Самара;770;23100;56;DIRECT_TEST;old
https://city2city.ru/moskva-izhevsk.html;Москва;Ижевск;1200;36000;56;NEW_P1;new
https://city2city.ru/rostov-lyubim.html;Ростов-на-Дону;Любим;1520;46000;56;NEW_P1;new
https://city2city.ru/bratsk-krasnojarsk.html;Братск;Красноярск;680;20400;55;DIRECT_TEST;old
https://city2city.ru/irkutsk-kirensk.html;Иркутск;Киренск;950;28500;55;DIRECT_TEST;old
https://city2city.ru/cheboksary-moskva.html;Чебоксары;Москва;740;22500;55;NEW_P1;new
https://city2city.ru/moskva-cheboksary.html;Москва;Чебоксары;730;22000;55;NEW_P1;new
https://city2city.ru/ufa-nizhnekamsk.html;Уфа;Нижнекамск;340;10200;54;DIRECT_TEST;old
https://city2city.ru/ekaterinburg-kazan.html;Екатеринбург;Казань;890;26700;54;DIRECT_TEST;old
https://city2city.ru/moskva-dmitriev.html;Москва;Дмитриев;510;15500;54;NEW_P1;new
https://city2city.ru/bryansk-domodedovo.html;Брянск;Домодедово;400;12000;53;DIRECT_TEST;old
https://city2city.ru/kemerovo-krasnoyarsk.html;Кемерово;Красноярск;525;15800;53;DIRECT_TEST;old
https://city2city.ru/ulyanovsk-zavolzhe.html;Ульяновск;Заволжье;530;16000;53;NEW_P1;new
https://city2city.ru/moskva-rossosh.html;Москва;Россошь;750;22500;52;NEW_P1;new
https://city2city.ru/rostov-kursk.html;Ростов-на-Дону;Курск;800;24000;52;NEW_P1;new
https://city2city.ru/omsk-novosibirsk.html;Омск;Новосибирск;645;19500;51;DIRECT_TEST;old
https://city2city.ru/chelyabinsk-orenburg.html;Челябинск;Оренбург;745;22400;51;DIRECT_TEST;old
https://city2city.ru/moskva-valujki.html;Москва;Валуйки;750;22500;51;DIRECT_TEST;old
https://city2city.ru/svo-taxi-krasnodar-mariupol.html;Краснодар;Мариуполь;470;14000;51;DIRECT_TEST;old
https://city2city.ru/moskva-sevastopol.html;Москва;Севастополь;1900;57000;51;NEW_P1;new
https://city2city.ru/novosibirsk-omsk.html;Новосибирск;Омск;650;19500;51;NEW_P1;new
https://city2city.ru/pskov-moskva.html;Псков;Москва;805;24200;50;DIRECT_TEST;old
https://city2city.ru/belgorod-sankt-peterburg.html;Белгород;Санкт-Петербург;1365;41000;49;DIRECT_TEST;old
https://city2city.ru/stavropol-moskva.html;Ставрополь;Москва;1410;42500;49;DIRECT_TEST;old
https://city2city.ru/yakutsk-blagoveshhensk.html;Якутск;Благовещенск;1765;53000;49;DIRECT_TEST;old
https://city2city.ru/xabarovsk-komsomolsk-na-amure.html;Хабаровск;Комсомольск-на-Амуре;400;12000;48;DIRECT_TEST;old
https://city2city.ru/komsomolsk-na-amure-habarovsk.html;Комсомольск-на-Амуре;Хабаровск;400;12000;48;DIRECT_TEST;old
https://city2city.ru/kurgan-ekaterinburg.html;Курган;Екатеринбург;365;11000;47;DIRECT_TEST;old
https://city2city.ru/ufa-doneczk-rostovskaya-oblast.html;Уфа;Донецк;1890;56700;47;DIRECT_TEST;old
https://city2city.ru/krasnoyarsk-kyzyl.html;Красноярск;Кызыл;810;24300;47;DIRECT_TEST;old
https://city2city.ru/ekaterinburg-kurgan.html;международный аэропорт Кольцово Екатеринбург;Курган;365;11000;47;DIRECT_TEST;old
https://city2city.ru/kyzyl-krasnoyarsk.html;Кызыл;Красноярск;800;24000;47;DIRECT_TEST;old
https://city2city.ru/irkutsk-krasnoyarsk.html;Иркутск;Красноярск;1060;31800;46;DIRECT_TEST;old
https://city2city.ru/chelyabinsk-orsk.html;Челябинск;Орск;610;18300;46;DIRECT_TEST;old
https://city2city.ru/petrozavodsk-sankt-peterburg.html;Петрозаводск;Санкт-Петербург;425;12800;45;DIRECT_TEST;old
https://city2city.ru/krasnodar-astraxan.html;Краснодар;Астрахань;825;24800;45;DIRECT_TEST;old
https://city2city.ru/sankt-peterburg-petrozavodsk.html;Санкт-Петербург;Петрозаводск;430;12900;45;DIRECT_TEST;old
https://city2city.ru/krasnoyarsk-bratsk.html;Красноярск;Братск;680;20400;45;DIRECT_TEST;old
https://city2city.ru/ekaterinburg-orenburg.html;Екатеринбург;Оренбург;960;28800;43;DIRECT_TEST;old
https://city2city.ru/kazan-saratov.html;Казань;Саратов;655;19600;42;DIRECT_TEST;old
https://city2city.ru/kazan-ekaterinburg.html;Международный аэропорт Казань;Екатеринбург;865;26000;42;DIRECT_TEST;old
https://city2city.ru/kazan-magnitogorsk.html;Казань;Магнитогорск;870;26100;42;DIRECT_TEST;old
https://city2city.ru/nikolaevsk-na-amure-habarovsk.html;Николаевск-на-Амуре;Хабаровск;915;27400;42;DIRECT_TEST;old
https://city2city.ru/xabarovsk-nikolaevsk-na-amure.html;Хабаровск;Николаевск-на-Амуре;915;27400;42;DIRECT_TEST;old
https://city2city.ru/izhevsk-samara.html;Ижевск;Самара;555;16500;42;DIRECT_TEST;old
https://city2city.ru/orenburg-chelyabinsk.html;Оренбург;Челябинск;750;22500;40;DIRECT_TEST;old
https://city2city.ru/blagoveshhensk-zeya.html;Благовещенск;Зея;510;15300;40;DIRECT_TEST;old
https://city2city.ru/irkutsk-severobajkalsk.html;Иркутск;Северобайкальск;820;24600;40;DIRECT_TEST;old
https://city2city.ru/orenburg-ekaterinburg.html;Оренбург;Екатеринбург;960;28800;39;DIRECT_TEST;old
https://city2city.ru/orenburg-oktyabrskij-respublika-bashkortostan.html;Оренбург;Октябрьский;380;11400;39;DIRECT_TEST;old
https://city2city.ru/rostov-perm.html;Ростов-на-Дону;Пермь;2130;64000;39;DIRECT_TEST;old
https://city2city.ru/irkutsk-novosibirsk.html;Иркутск;Новосибирск;1835;55000;39;DIRECT_TEST;old
https://city2city.ru/energodar-simferopol.html;Энергодар;Симферополь;350;10500;38;DIRECT_TEST;old
https://city2city.ru/energodar-ufa.html;Энергодар;Уфа;2190;65500;38;DIRECT_TEST;old
https://city2city.ru/energodar-rostov-na-don.html;Энергодар;Ростов-на-Дону;460;14000;38;DIRECT_TEST;old
https://city2city.ru/svo-taxi-krasnodar-lugansk.html;Краснодар;Луганск;480;14500;38;DIRECT_TEST;old
https://city2city.ru/volgograd-samara.html;Волгоград;Самара;785;23600;37;DIRECT_TEST;old
https://city2city.ru/sankt-peterburg-belgorod.html;Санкт-Петербург;Белгород;1375;41000;37;DIRECT_TEST;old
https://city2city.ru/samara-volgograd.html;Самара;Волгоград;805;24200;37;DIRECT_TEST;old
https://city2city.ru/samara-izhevsk.html;Самара;Ижевск;555;16600;37;DIRECT_TEST;old
https://city2city.ru/samara-penza.html;Самара;Пенза;420;12600;36;DIRECT_TEST;old
https://city2city.ru/penza-samara.html;Пенза;Самара;420;12600;36;DIRECT_TEST;old
https://city2city.ru/xanty-mansijsk-yugorsk.html;Ханты-Мансийск;Югорск;380;11400;36;DIRECT_TEST;old
https://city2city.ru/moskva-pervomajsk.html;Москва;Первомайск;540;16200;36;DIRECT_TEST;old
https://city2city.ru/svo-taxi-donetsk-mineralnye-vody-aeroport.html;Донецк;Минеральные Воды;700;21000;36;DIRECT_TEST;old
https://city2city.ru/voronezh-rostov-velikij.html;Воронеж;Ростов;570;17000;36;DIRECT_TEST;old
https://city2city.ru/krasnoyarsk-tomsk.html;Красноярск;Томск;585;17600;35;DIRECT_TEST;old
https://city2city.ru/vologda-velikiy-ustyug.html;Вологда;Великий Устюг;450;13500;35;DIRECT_TEST;old
https://city2city.ru/kazan-sibaj.html;Казань;Сибай;945;28400;35;DIRECT_TEST;old
https://city2city.ru/tomsk-krasnojarsk.html;Томск;Красноярск;585;17600;35;DIRECT_TEST;old
https://city2city.ru/moskva-dzerzhinsk.html;Москва;Дзержинск;440;13500;35;NEW_P1;new
https://city2city.ru/saratov-volgograd.html;Саратов;Волгоград;375;11000;34;DIRECT_TEST;old
https://city2city.ru/velikiy-novgorod-moskva.html;Великий Новгород;Москва;570;17100;34;DIRECT_TEST;old
https://city2city.ru/izhevsk-ekaterinburg.html;Ижевск;Екатеринбург;570;17100;34;DIRECT_TEST;old
https://city2city.ru/kaluga-kirov-kaluzhskaya-oblast.html;Калуга;Киров;1200;36000;34;DIRECT_TEST;old
https://city2city.ru/rostov-samara.html;Ростов-на-Дону;Самара;1280;38400;34;DIRECT_TEST;old
https://city2city.ru/novosibirsk-rubtsovsk.html;Новосибирск;Рубцовск;520;15500;34;DIRECT_TEST;old
https://city2city.ru/ekaterinburg-izhevsk.html;Екатеринбург;Ижевск;565;17000;34;DIRECT_TEST;old
https://city2city.ru/volgograd-saratov.html;Волгоград;Саратов;375;11000;34;DIRECT_TEST;old
https://city2city.ru/samara-rostov-na-donu.html;Самара;Ростов-на-Дону;1250;37500;34;DIRECT_TEST;old
https://city2city.ru/krasnodar-vladikavkaz.html;Краснодар;Владикавказ;610;18300;33;DIRECT_TEST;old
https://city2city.ru/novosibirsk-irkutsk.html;Новосибирск;Иркутск;1835;55000;33;DIRECT_TEST;old
https://city2city.ru/rostov-mineralnye-vody.html;Ростов-на-Дону;Минеральные Воды;480;14400;33;DIRECT_TEST;old
