url;gorod1;gorod2;price;freq;position;segment;federal_count;regional_count
https://city2city.ru/moskva-borovichi.html;Москва;Боровичи;13000;151;;DIRECT_TEST;1;16
https://city2city.ru/smolensk-moskva.html;Смоленск;Москва;12000;144;12;DIRECT_TEST;2;25
https://city2city.ru/kostroma-moskva.html;Кострома;Москва;10000;142;22;DIRECT_TEST;2;20
https://city2city.ru/orenburg-moskva.html;Оренбург;Москва;45200;136;15;DIRECT_TEST;2;24
https://city2city.ru/moskva-orenburg.html;Москва;Оренбург;45000;136;;DIRECT_TEST;1;23
https://city2city.ru/kirov-syktyvkar.html;Киров;Сыктывкар;12400;131;16;DIRECT_TEST;2;22
https://city2city.ru/syktyvkar-kirov.html;Сыктывкар;Киров;12400;131;6;DIRECT_TEST;3;19
https://city2city.ru/ufa-izhevsk.html;Уфа;Ижевск;10200;130;19;DIRECT_TEST;3;19
https://city2city.ru/perm-ekaterinburg.html;Пермь;Екатеринбург;10800;129;16;DIRECT_TEST;2;20
https://city2city.ru/ekaterinburg-perm.html;международный аэропорт Кольцово Екатеринбург;Пермь;10800;129;;DIRECT_TEST;2;3
https://city2city.ru/oryol-moskva.html;Орёл;Москва;11000;127;;DIRECT_TEST;2;23
https://city2city.ru/volgograd-moskva.html;Волгоград;Москва;29000;127;;DIRECT_TEST;1;26
https://city2city.ru/kazan-bavly.html;Казань;Бавлы;10500;126;;DIRECT_TEST;1;4
https://city2city.ru/kazan-izhevsk.html;Международный аэропорт Казань;Ижевск;11100;126;;DIRECT_TEST;2;3
https://city2city.ru/volgograd-doneczk-rostovskaya-oblast.html;Волгоград;Донецк;11700;123;;DIRECT_TEST;1;24
https://city2city.ru/kazan-tujmazy.html;Казань;Туймазы;11400;120;;DIRECT_TEST;1;6
https://city2city.ru/ulan-udje-irkutsk.html;Улан-Удэ;Иркутск;13500;117;4;DIRECT_TEST;2;15
https://city2city.ru/moskva-lipetsk.html;Москва;Липецк;14000;115;;DIRECT_TEST;1;16
https://city2city.ru/lipeczk-moskva.html;Липецк;Москва;14100;115;22;DIRECT_TEST;2;23
https://city2city.ru/moskva-ekaterinburg.html;Москва;Екатеринбург;49800;115;18;DIRECT_TEST;0;25
https://city2city.ru/krasnoyarsk-novosibirsk.html;Красноярск;Новосибирск;23400;114;10;DIRECT_TEST;1;17
https://city2city.ru/krasnoyarsk-abakan.html;Красноярск;Абакан;12300;114;9;DIRECT_TEST;2;17
https://city2city.ru/novosibirsk-krasnoyarsk.html;Новосибирск;Красноярск;23400;114;9;DIRECT_TEST;2;19
https://city2city.ru/perm-moskva.html;Пермь;Москва;44000;113;;DIRECT_TEST;1;26
https://city2city.ru/moskva-perm.html;Москва;Пермь;45500;113;;DIRECT_TEST;1;25
https://city2city.ru/svo-taxi-moskva-mariupol.html;Москва;Мариуполь;37500;111;;DIRECT_TEST;1;16
https://city2city.ru/nerjungri-jakutsk.html;Нерюнгри;Якутск;24300;109;12;DIRECT_TEST;2;10
https://city2city.ru/nizhnij-novgorod-bor.html;Нижний Новгород;Бор;36500;102;;DIRECT_TEST;1;16
https://city2city.ru/aldan-jakutsk.html;Алдан;Якутск;15800;100;8;DIRECT_TEST;2;2
https://city2city.ru/astraxan-volgograd.html;Астрахань;Волгоград;12800;97;;DIRECT_TEST;1;8
https://city2city.ru/perm-ufa.html;Пермь;Уфа;15200;97;25;DIRECT_TEST;1;22
https://city2city.ru/ufa-perm.html;Уфа;Пермь;15000;97;;DIRECT_TEST;1;19
https://city2city.ru/samara-saratov.html;Самара;Саратов;12300;90;22;DIRECT_TEST;1;24
https://city2city.ru/saratov-samara.html;Саратов;Самара;12300;90;16;DIRECT_TEST;2;23
https://city2city.ru/elista-moskva.html;Элиста;Москва;38000;88;;DIRECT_TEST;1;6
https://city2city.ru/chelyabinsk-moskva.html;Челябинск;Москва;52500;87;;DIRECT_TEST;1;7
https://city2city.ru/ufa-blagoveshhensk.html;Уфа;Благовещенск;193400;82;11;DIRECT_TEST;1;22
https://city2city.ru/ekaterinburg-magnitogorsk.html;международный аэропорт Кольцово Екатеринбург;Магнитогорск;15400;82;;DIRECT_TEST;2;3
https://city2city.ru/chelyabinsk-tyumen.html;Челябинск;Тюмень;12600;78;10;DIRECT_TEST;1;5
https://city2city.ru/ekaterinburg-severouralsk.html;Екатеринбург;Североуральск;13200;74;2;DIRECT_TEST;0;5
https://city2city.ru/izhevsk-moskva.html;Ижевск;Москва;35500;74;;DIRECT_TEST;1;9
https://city2city.ru/ekaterinburg-beloreczk.html;Екатеринбург;Белорецк;53700;73;;DIRECT_TEST;1;5
https://city2city.ru/moskva-chelyabinsk.html;Москва;Челябинск;52500;73;;DIRECT_TEST;1;25
https://city2city.ru/astraxan-moskva.html;Астрахань;Москва;41800;72;;DIRECT_TEST;1;8
https://city2city.ru/kyzyl-abakan.html;Кызыл;Абакан;11700;72;7;DIRECT_TEST;1;12
https://city2city.ru/lugansk-volgograd.html;Луганск;Волгоград;13800;70;;DIRECT_TEST;1;15
https://city2city.ru/svo-taxi-volgograd-lugansk.html;Волгоград;Луганск;14000;70;;DIRECT_TEST;1;24
https://city2city.ru/kazan-belebej.html;Казань;Белебей;13000;68;;DIRECT_TEST;0;9
https://city2city.ru/moskva-elista.html;Москва;Элиста;38000;66;26;DIRECT_TEST;1;23
https://city2city.ru/orenburg-yasnyj.html;Оренбург;Ясный;13500;66;8;DIRECT_TEST;1;16
https://city2city.ru/kazan-tolyatti.html;Казань;Тольятти;10000;65;;DIRECT_TEST;2;6
https://city2city.ru/kazan-nizhniy_novgorod.html;Международный аэропорт Казань;Нижний Новгород;12600;64;;DIRECT_TEST;2;2
https://city2city.ru/nizhnij-novgorod-kazan.html;Нижний Новгород;Казань;11700;64;19;DIRECT_TEST;2;23
https://city2city.ru/moskva-vologda.html;Москва;Вологда;13800;63;18;DIRECT_TEST;2;24
https://city2city.ru/vologda-moskva.html;Вологда;Москва;13800;63;17;DIRECT_TEST;1;21
https://city2city.ru/blagoveshhensk-jakutsk.html;Благовещенск;Якутск;53000;62;7;DIRECT_TEST;1;3
https://city2city.ru/rostov-volgograd.html;Ростов-на-Дону;Волгоград;14000;61;;DIRECT_TEST;1;24
https://city2city.ru/volgograd-rostov-na-donu.html;Волгоград;Ростов-на-Дону;14700;61;8;DIRECT_TEST;1;24
https://city2city.ru/lensk-jakutsk.html;Ленск;Якутск;41200;61;8;DIRECT_TEST;2;14
https://city2city.ru/svo-taxi-samara-lugansk.html;Самара;Луганск;37500;60;24;DIRECT_TEST;1;21
https://city2city.ru/lugansk-samara.html;Луганск;Самара;37200;60;;DIRECT_TEST;1;15
https://city2city.ru/svo-taxi-gorlovka-moskva.html;Горловка;Москва;35000;58;;DIRECT_TEST;1;17
https://city2city.ru/svo-taxi-moskva-gorlovka.html;Москва;Горловка;46000;58;;DIRECT_TEST;1;16
https://city2city.ru/krasnodar-mineralnye-vody.html;Краснодар;Минеральные Воды;12000;57;;DIRECT_TEST;2;24
https://city2city.ru/tumen-chelyabinsk.html;аэропорт Тюмень (Рощино);Челябинск;12500;57;18;DIRECT_TEST;3;6
https://city2city.ru/samara-kirov.html;Самара;Киров;23100;56;5;DIRECT_TEST;1;24
https://city2city.ru/vladivostok-habarovsk.html;Владивосток;Хабаровск;22600;56;7;DIRECT_TEST;2;15
https://city2city.ru/penza-zarechnyj-penzenskaya-oblast.html;Пенза;Заречный;40000;56;;DIRECT_TEST;2;15
https://city2city.ru/xabarovsk-vladivostok.html;Хабаровск;Владивосток;22800;56;2;DIRECT_TEST;3;15
https://city2city.ru/kirov-samara.html;Киров;Самара;23100;56;18;DIRECT_TEST;1;23
https://city2city.ru/bratsk-krasnojarsk.html;Братск;Красноярск;20400;55;;DIRECT_TEST;1;6
https://city2city.ru/irkutsk-kirensk.html;Иркутск;Киренск;28500;55;2;DIRECT_TEST;0;2
https://city2city.ru/ufa-nizhnekamsk.html;Уфа;Нижнекамск;10200;54;;DIRECT_TEST;1;19
https://city2city.ru/ekaterinburg-kazan.html;Екатеринбург;Казань;26700;54;3;DIRECT_TEST;0;9
https://city2city.ru/bryansk-domodedovo.html;Брянск;Домодедово;12000;53;;DIRECT_TEST;1;8
https://city2city.ru/vladivostok-yakutsk.html;Владивосток;Якутск;93000;53;2;DIRECT_TEST;2;13
https://city2city.ru/kemerovo-krasnoyarsk.html;Кемерово;Красноярск;15800;53;5;DIRECT_TEST;0;7
https://city2city.ru/yakutsk-vladivostok.html;Якутск;Владивосток;92700;53;3;DIRECT_TEST;2;13
https://city2city.ru/omsk-novosibirsk.html;Омск;Новосибирск;19500;51;14;DIRECT_TEST;1;20
https://city2city.ru/chelyabinsk-orenburg.html;Челябинск;Оренбург;22400;51;;DIRECT_TEST;1;6
https://city2city.ru/moskva-valujki.html;Москва;Валуйки;22500;51;;DIRECT_TEST;1;25
https://city2city.ru/svo-taxi-krasnodar-mariupol.html;Краснодар;Мариуполь;14000;51;;DIRECT_TEST;1;14
https://city2city.ru/pskov-moskva.html;Псков;Москва;24200;50;11;DIRECT_TEST;1;24
https://city2city.ru/belgorod-sankt-peterburg.html;Белгород;Санкт-Петербург;41000;49;;DIRECT_TEST;0;9
https://city2city.ru/stavropol-moskva.html;Ставрополь;Москва;42500;49;;DIRECT_TEST;1;25
https://city2city.ru/yakutsk-blagoveshhensk.html;Якутск;Благовещенск;53000;49;4;DIRECT_TEST;1;12
https://city2city.ru/xabarovsk-komsomolsk-na-amure.html;Хабаровск;Комсомольск-на-Амуре;12000;48;10;DIRECT_TEST;3;17
https://city2city.ru/komsomolsk-na-amure-habarovsk.html;Комсомольск-на-Амуре;Хабаровск;12000;48;2;DIRECT_TEST;2;19
https://city2city.ru/kurgan-ekaterinburg.html;Курган;Екатеринбург;11000;47;4;DIRECT_TEST;1;21
https://city2city.ru/ufa-doneczk-rostovskaya-oblast.html;Уфа;Донецк;56700;47;7;DIRECT_TEST;1;24
https://city2city.ru/krasnoyarsk-kyzyl.html;Красноярск;Кызыл;24300;47;5;DIRECT_TEST;1;14
https://city2city.ru/ekaterinburg-kurgan.html;международный аэропорт Кольцово Екатеринбург;Курган;11000;47;;DIRECT_TEST;2;3
https://city2city.ru/kyzyl-krasnoyarsk.html;Кызыл;Красноярск;24000;47;2;DIRECT_TEST;1;13
https://city2city.ru/irkutsk-krasnoyarsk.html;Иркутск;Красноярск;31800;46;;DIRECT_TEST;2;6
https://city2city.ru/chelyabinsk-orsk.html;Челябинск;Орск;18300;46;8;DIRECT_TEST;1;5
https://city2city.ru/petrozavodsk-sankt-peterburg.html;Петрозаводск;Санкт-Петербург;12800;45;9;DIRECT_TEST;2;24
https://city2city.ru/krasnodar-astraxan.html;Краснодар;Астрахань;24800;45;24;DIRECT_TEST;0;26
https://city2city.ru/sankt-peterburg-petrozavodsk.html;Санкт-Петербург;Петрозаводск;12900;45;8;DIRECT_TEST;2;23
https://city2city.ru/krasnoyarsk-bratsk.html;Красноярск;Братск;20400;45;5;DIRECT_TEST;1;13
https://city2city.ru/ekaterinburg-orenburg.html;Екатеринбург;Оренбург;28800;43;7;DIRECT_TEST;1;8
https://city2city.ru/kazan-saratov.html;Казань;Саратов;19600;42;9;DIRECT_TEST;1;7
https://city2city.ru/kazan-ekaterinburg.html;Международный аэропорт Казань;Екатеринбург;26000;42;;DIRECT_TEST;2;3
https://city2city.ru/kazan-magnitogorsk.html;Казань;Магнитогорск;26100;42;;DIRECT_TEST;0;7
https://city2city.ru/nikolaevsk-na-amure-habarovsk.html;Николаевск-на-Амуре;Хабаровск;27400;42;9;DIRECT_TEST;1;13
https://city2city.ru/xabarovsk-nikolaevsk-na-amure.html;Хабаровск;Николаевск-на-Амуре;27400;42;11;DIRECT_TEST;1;11
https://city2city.ru/izhevsk-samara.html;Ижевск;Самара;16500;42;;DIRECT_TEST;0;8
https://city2city.ru/orenburg-chelyabinsk.html;Оренбург;Челябинск;22500;40;7;DIRECT_TEST;1;22
https://city2city.ru/blagoveshhensk-zeya.html;Благовещенск;Зея;15300;40;2;DIRECT_TEST;1;4
https://city2city.ru/irkutsk-severobajkalsk.html;Иркутск;Северобайкальск;24600;40;1;DIRECT_TEST;0;5
https://city2city.ru/orenburg-ekaterinburg.html;Оренбург;Екатеринбург;28800;39;7;DIRECT_TEST;1;23
https://city2city.ru/orenburg-oktyabrskij-respublika-bashkortostan.html;Оренбург;Октябрьский;11400;39;3;DIRECT_TEST;1;18
https://city2city.ru/rostov-perm.html;Ростов-на-Дону;Пермь;64000;39;;DIRECT_TEST;0;26
https://city2city.ru/irkutsk-novosibirsk.html;Иркутск;Новосибирск;55000;39;2;DIRECT_TEST;1;5
https://city2city.ru/energodar-simferopol.html;Энергодар;Симферополь;10500;38;;DIRECT_TEST;0;6
https://city2city.ru/energodar-ufa.html;Энергодар;Уфа;65500;38;;DIRECT_TEST;0;6
https://city2city.ru/energodar-rostov-na-don.html;Энергодар;Ростов-на-Дону;14000;38;;DIRECT_TEST;0;6
https://city2city.ru/svo-taxi-krasnodar-lugansk.html;Краснодар;Луганск;14500;38;;DIRECT_TEST;1;14
https://city2city.ru/volgograd-samara.html;Волгоград;Самара;23600;37;30;DIRECT_TEST;0;24
https://city2city.ru/sankt-peterburg-belgorod.html;Санкт-Петербург;Белгород;41000;37;;DIRECT_TEST;1;27
https://city2city.ru/samara-volgograd.html;Самара;Волгоград;24200;37;7;DIRECT_TEST;0;22
https://city2city.ru/samara-izhevsk.html;Самара;Ижевск;16600;37;7;DIRECT_TEST;0;23
https://city2city.ru/samara-penza.html;Самара;Пенза;12600;36;6;DIRECT_TEST;2;22
https://city2city.ru/penza-samara.html;Пенза;Самара;12600;36;13;DIRECT_TEST;1;26
https://city2city.ru/xanty-mansijsk-yugorsk.html;Ханты-Мансийск;Югорск;11400;36;7;DIRECT_TEST;1;17
https://city2city.ru/moskva-pervomajsk.html;Москва;Первомайск;16200;36;8;DIRECT_TEST;0;25
https://city2city.ru/svo-taxi-donetsk-mineralnye-vody-aeroport.html;Донецк;Минеральные Воды;21000;36;;DIRECT_TEST;1;16
https://city2city.ru/voronezh-rostov-velikij.html;Воронеж;Ростов;17000;36;14;DIRECT_TEST;1;25
https://city2city.ru/krasnoyarsk-tomsk.html;Красноярск;Томск;17600;35;;DIRECT_TEST;2;19
https://city2city.ru/vologda-velikiy-ustyug.html;Вологда;Великий Устюг;13500;35;4;DIRECT_TEST;0;20
https://city2city.ru/kazan-sibaj.html;Казань;Сибай;28400;35;2;DIRECT_TEST;0;5
https://city2city.ru/tomsk-krasnojarsk.html;Томск;Красноярск;17600;35;10;DIRECT_TEST;2;19
https://city2city.ru/saratov-volgograd.html;Саратов;Волгоград;11000;34;;DIRECT_TEST;1;25
https://city2city.ru/velikiy-novgorod-moskva.html;Великий Новгород;Москва;17100;34;11;DIRECT_TEST;1;21
https://city2city.ru/izhevsk-ekaterinburg.html;Ижевск;Екатеринбург;17100;34;2;DIRECT_TEST;1;7
https://city2city.ru/kaluga-kirov-kaluzhskaya-oblast.html;Калуга;Киров;36000;34;10;DIRECT_TEST;0;8
https://city2city.ru/rostov-samara.html;Ростов-на-Дону;Самара;38400;34;22;DIRECT_TEST;0;24
https://city2city.ru/novosibirsk-rubtsovsk.html;Новосибирск;Рубцовск;15500;34;;DIRECT_TEST;1;18
https://city2city.ru/ekaterinburg-izhevsk.html;Екатеринбург;Ижевск;17000;34;2;DIRECT_TEST;0;8
https://city2city.ru/volgograd-saratov.html;Волгоград;Саратов;11000;34;;DIRECT_TEST;1;25
https://city2city.ru/samara-rostov-na-donu.html;Самара;Ростов-на-Дону;37500;34;7;DIRECT_TEST;1;22
https://city2city.ru/krasnodar-vladikavkaz.html;Краснодар;Владикавказ;18300;33;26;DIRECT_TEST;1;24
https://city2city.ru/novosibirsk-irkutsk.html;Новосибирск;Иркутск;55000;33;8;DIRECT_TEST;2;17
https://city2city.ru/rostov-mineralnye-vody.html;Ростов-на-Дону;Минеральные Воды;14400;33;;DIRECT_TEST;1;24
https://city2city.ru/kazan-neftekamsk.html;Казань;Нефтекамск;12400;32;;DIRECT_TEST;1;8
https://city2city.ru/krasnoyarsk-minusinsk.html;Красноярск;Минусинск;13000;32;;DIRECT_TEST;2;17
https://city2city.ru/astraxan-rostov-na-donu.html;Астрахань;Ростов-на-Дону;23100;32;;DIRECT_TEST;0;9
https://city2city.ru/kazan-buguruslan.html;Казань;Бугуруслан;11700;32;;DIRECT_TEST;0;7
https://city2city.ru/kemerovo-beryozovskiy.html;Кемерово;Берёзовский;55800;31;;DIRECT_TEST;0;9
https://city2city.ru/tyumen-moskva.html;Тюмень;Москва;60300;31;8;DIRECT_TEST;1;24
https://city2city.ru/xanty-mansijsk-uraj.html;Ханты-Мансийск;Урай;12900;31;7;DIRECT_TEST;1;16
https://city2city.ru/orenburg-naberezhnye-chelny.html;Оренбург;Набережные Челны;16600;31;9;DIRECT_TEST;2;21
https://city2city.ru/olekminsk-jakutsk.html;Олекминск;Якутск;28800;31;3;DIRECT_TEST;2;14
https://city2city.ru/novosibirsk-kolpashevo.html;Новосибирск;Колпашево;15000;31;13;DIRECT_TEST;0;19
https://city2city.ru/astraxan-stavropol.html;Астрахань;Ставрополь;17400;31;;DIRECT_TEST;0;8
https://city2city.ru/moskva-syktyvkar.html;Москва;Сыктывкар;40200;31;8;DIRECT_TEST;1;21
https://city2city.ru/kirov-kaluga.html;Киров;Калуга;35000;31;28;DIRECT_TEST;1;21
https://city2city.ru/moskva-tyumen.html;Москва;Тюмень;59800;31;;DIRECT_TEST;1;25
https://city2city.ru/krasnoyarsk-irkutsk.html;Красноярск;Иркутск;31800;31;3;DIRECT_TEST;3;16
https://city2city.ru/saratov-kazan.html;Саратов;Казань;20400;31;24;DIRECT_TEST;1;27
https://city2city.ru/syktyvkar-moskva.html;Сыктывкар;Москва;40400;31;2;DIRECT_TEST;1;21
https://city2city.ru/krasnodar-groznyj.html;Краснодар;Грозный;20800;30;16;DIRECT_TEST;1;25
https://city2city.ru/krasnodar-maxachkala.html;Краснодар;Махачкала;26000;30;;DIRECT_TEST;1;25
https://city2city.ru/belgorod-samara.html;Белгород;Самара;35500;30;;DIRECT_TEST;0;9
https://city2city.ru/saransk-moskva.html;Саранск;Москва;19000;30;9;DIRECT_TEST;1;24
https://city2city.ru/irkutsk-chita.html;Иркутск;Чита;32800;30;2;DIRECT_TEST;1;6
https://city2city.ru/ufa-novotroiczk.html;Уфа;Новотроицк;18000;30;3;DIRECT_TEST;0;20
https://city2city.ru/moskva-saransk.html;Москва;Саранск;18900;30;20;DIRECT_TEST;1;26
https://city2city.ru/belgorod-lipeck.html;Белгород;Липецк;11500;29;;DIRECT_TEST;0;9
https://city2city.ru/svo-taxi-saratov-donetsk.html;Саратов;Донецк;23000;29;;DIRECT_TEST;1;25
https://city2city.ru/samara-mirnyj.html;Самара;Мирный;168000;29;;DIRECT_TEST;0;20
https://city2city.ru/samara-perm.html;Самара;Пермь;26100;29;10;DIRECT_TEST;1;24
https://city2city.ru/saratov-doneczk-rostovskaya-oblast.html;Саратов;Донецк;23000;29;;DIRECT_TEST;1;25
https://city2city.ru/kazan-volgograd.html;Казань;Волгоград;30900;28;8;DIRECT_TEST;1;7
https://city2city.ru/tyumen-sibaj.html;Тюмень;Сибай;23700;28;5;DIRECT_TEST;1;14
https://city2city.ru/orenburg-sibaj.html;Оренбург;Сибай;10000;28;5;DIRECT_TEST;2;19
https://city2city.ru/vladivostok-arsenev.html;Владивосток;Арсеньев;10000;27;5;DIRECT_TEST;2;14
https://city2city.ru/ekaterinburg-ulyanovsk.html;Екатеринбург;Ульяновск;30200;27;10;DIRECT_TEST;0;9
https://city2city.ru/belgorod-kazan.html;Белгород;Казань;38600;27;;DIRECT_TEST;0;9
https://city2city.ru/kazan-orsk.html;Казань;Орск;29700;27;7;DIRECT_TEST;0;6
https://city2city.ru/kazan-belgorod.html;Казань;Белгород;40400;27;7;DIRECT_TEST;0;8
https://city2city.ru/irkutsk-bodajbo.html;Иркутск;Бодайбо;43800;27;2;DIRECT_TEST;0;6
https://city2city.ru/melitopol-rostov-na-don.html;Мелитополь;Ростов-на-Дону;11000;26;;DIRECT_TEST;1;19
https://city2city.ru/cheboksary-penza.html;Чебоксары;Пенза;14000;26;;DIRECT_TEST;1;8
