slug;source;freq;position;channel;priority_group;priority_label;segment_orig;federal_count;regional_count;yandex_count;top10_domains;city_from;city_to;price
sankt-peterburg-anapa;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;26;0;sankt-peterburg.taxi24h.ru|sankt-peterburg.taxi-krim.com|ug.taxi|taxitoday.ru|sankt-peterburg.taksi24.taxi|piter.yalta-24.taxi|sankt-peterburg.sevastopol24.taxi|www.avito.ru|sankt-peterburg.simferopol-aeroport.taxi|taxideshevo.com|ugtaxi.ru|taksi-gorod.ru|mejgorod-taxi.ru|taksisvo.ru|catalogtaxi.ru|sankt-peterburg.aeroport-simferopol.taxi|transferug.ru|vtstaxi.ru|sochi.taxi|mejgorodtaxi.ru|vse-taxi.com|xn----7sbebjgab2at5brxcj5g.xn--p1ai|deshevotaxi.ru|1tmehgorod.ru|intercity-taxispb.ru|taximezhdugorodnee.ru|mezhgorod-taksi.ru|mobilodeon.ru|peterburgskoe-taxi.ru|catalogtaksi.ru;Санкт-Петербург;Анапа;66500
perm-saratov;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;26;0;perm.taxi24h.ru|perm.sevastopol24.taxi|taxi555.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|rustransfer.org|catalogtaksi.ru|www.taxi-love.ru|obltaxi.ru|jupiter-tmc.ru|vse-taxi.com|xn----7sbyhmmrebi.xn--p1ai|mezhgorod-taksi.ru|taxi533.ru|deshevotaxi.ru|taxivezde.ru|perm.simferopol-aeroport.taxi|mejgorodtaxi.ru|taksisvo.ru|taksi-gorod.ru|perm.taxi-krim.com|taxi-realtransfer-mejgorod.ru|www.taxi2000.ru|ab-taxi.ru|perm.aeroport-simferopol.taxi|onlinetaxi.su|transfergid.ru|www.avito.ru|taxi.yandex.ru|perm.perivoz.ru;Пермь;Саратов;38500
chelyabinsk-voronezh;old;12;9;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;8;0;kubtaxi.ru|taksi-gorod.ru|tratatur.ru|catalogtaksi.ru|taxi-ug.ru|chelyabinsk.taxi24h.ru|chelyabinsk.taksi24.taxi|chelyabinsk.sevastopol24.taxi|city2city.ru|taxi555.ru;Челябинск;Воронеж;52200
nizhnij-novgorod-vyazniki;old;12;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;22;0;mezhgorod-taksi.ru|taxi555.ru|taxi.drive-luxe.ru|obltaxi.ru|taksi-gorod.ru|takse.ru|unit-transfer.ru|rustransfer.org|taxivezde.ru|1taxopark.ru|catalogtaksi.ru|taxigorkovskoe.ru|deshevotaxi.ru|mejgorodtaxi.ru|www.taxi-love.ru|www.avito.ru|www.intui.travel|mb-taxi.ru|taxi-nizhny-novgorod-nizhny-novgorod-oblast-ru.taxigator.ru|www.rome2rio.com|www.mezhgorod.taxi|ru-travel.org|www.transfer152.ru|taksisvo.ru|order-taxi.ru|minivan-go.ru|regionaltaxi.ru|taxinnov.ru|perevozka24.com|uslugi.yandex.ru;Нижний Новгород;Вязники;4000
tver-belgorod;old;12;4;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;25;0;taksi-gorod.ru|catalogtaksi.ru|tver.taksi24.taxi|city2city.ru|taxi533.ru|tver.taxi24h.ru|taxivezde.ru|1taxopark.ru|tver.yalta-24.taxi|taxi555.ru|taxi.drive-luxe.ru|tver.taxi-krim.com|taksisvo.ru|www.mezhgorod.taxi|mezhgorod-rf.ru|tver.sevastopol24.taxi|ug.taxi|rustransfer.org|www.taxi-love.ru|taksi-services.ru|deshevotaxi.ru|tver.aeroport-simferopol.taxi|onlinetaxi.su|tver.simferopol-aeroport.taxi|vse-taxi.com|mezhgorod-taksi.ru|www.avito.ru|mezhdugorodnee-taxi24.ru|xn-----6kcj2al3blgik3i.xn--p1ai|taxi-mezhgorod24.ru;Тверь;Белгород;25000
belgorod-saratov;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;9;0;sochi.taxi|kubtaxi.ru|belgorod.taxi24h.ru|taksi-gorod.ru|tratatur.ru|taxi533.ru|www.taxi2000.ru|taxi555.ru|vse-taxi.com|taxi-ug.ru;Белгород;Саратов;23200
krasnoyarsk-omsk;old;12;28;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;19;0;taksi-gorod.ru|taxi555.ru|taxi533.ru|www.mezhgorod.taxi|obltaxi.ru|taxivezde.ru|catalogtaksi.ru|deshevotaxi.ru|vse-taxi.com|www.taxi-love.ru|unit21.ru|drivee.com|transfergid.ru|vk.com|www.avito.ru|go.yandex|mezhgorod-taksi.ru|xn--24-6kchk7b2h.xn--p1ai|xn--80atblfjdfd2l.xn--80akxkdedu.xn--p1acf|taxi.yandex.ru|perevozka24.com|taxi-krasnoyarsk-krasnoyarsk-krai-ru.taxigator.ru|taxi-russia.su|www.estaxi.ru|uslugi.yandex.ru|krasnoyarsk.taxielite.site|2gis.ru|city2city.ru|omsk.taxovichkof.ru|taxi-krsk24.ru;Красноярск;Омск;42500
cheboksary-sterlitamak;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;8;0;taxi533.ru|catalogtaksi.ru|mezhgorod-rf.ru|rustransfer.org|vse-taxi.com|mejgorodtaxi.ru|deshevotaxi.ru|onlinetaxi.su|mobilodeon.ru|mezhgorod-taksi.ru;Чебоксары;Стерлитамак;24500
nizhnij-novgorod-belgorod;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;23;0;taxigorkovskoe.ru|nizhniy-novgorod.taxi24h.ru|kubtaxi.ru|tratatur.ru|catalogtaksi.ru|ug.taxi|taksisvo.ru|taxi533.ru|minivan-nn.ru|taxi555.ru|nizhniy-novgorod.sevastopol24.taxi|taxi.drive-luxe.ru|nizhniy-novgorod.yalta-24.taxi|takse.ru|jupiter-tmc.ru|mezhgorod-rf.ru|taxi-cosmos.ru|levtransfer.ru|www.mezhgorod.taxi|taxivezde.ru|rustransfer.org|mejgorod-taxi.ru|obltaxi.ru|nizhniy-novgorod.simferopol-aeroport.taxi|xn--80aesgcvcug0d.su|www.taxi-love.ru|1tmehgorod.ru|nn-transfer.ru|nizhniy-novgorod.aeroport-simferopol.taxi|mb-taxi.ru;Нижний Новгород;Белгород;32500
belgorod-biryuch;old;12;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;0;8;0;taksi-gorod.ru|taxi555.ru|catalogtaksi.ru|taksisvo.ru|takse.ru|www.mezhgorod.taxi|1taxopark.ru|taxi.drive-luxe.ru|obltaxi.ru|www.taxi2000.ru;Белгород;Бирюч;4500
voronezh-ertil;old;12;3;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;19;0;taksisvo.ru|taxi555.ru|city2city.ru|1taxopark.ru|www.taxi2000.ru|catalogtaksi.ru|mezhgorod-rf.ru|xn----7sbyhcmnbsdikx.xn--p1ai|yandex.ru|taxivezde.ru|obltaxi.ru|taxi.drive-luxe.ru|jupiter-tmc.ru|taxi-russia.su|takse.ru|mejgorodtaxi.ru|www.mezhgorod.taxi|www.taxi-rokada.ru|mobilodeon.ru|taksi-services.ru|mb-taxi.ru|ru-travel.org|deshevotaxi.ru|www.taxi-love.ru|taxicamry.ru|www.intui.travel|mezhdugorodnee-taxi24.ru|mezhgorod-taksi.ru|www.rome2rio.com|transfer36.ru;Воронеж;Эртиль;4500
krasnodar-samara;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;26;0;krasnodar.taxi24h.ru|kubtaxi.ru|tratatur.ru|taksi-gorod.ru|krasnodar.taksi24.taxi|taxi533.ru|perfect-taxi.ru|ug.taxi|ugtravel.com|geltaxi.ru|taksisvo.ru|msk.taxi|centertaxi-krd.ru|krasnodar.taxi-krim.com|mezhgorod-rf.ru|www.mezhgorod.taxi|catalogtaksi.ru|mejgorod-taxi.ru|taxi-cosmos.ru|taxivezde.ru|obltaxi.ru|radartaxi.ru|krasnodar.simferopol-aeroport.taxi|www.taxi-love.ru|deshevotaxi.ru|vse-taxi.com|krasnodar.taxiarkadiya.ru|mejgorodtaxi.ru|sky-transfer.ru|1tmehgorod.ru;Краснодар;Самара;45000
kursk-simferopol;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;26;0;taksi24.taxi|kubtaxi.ru|ugtaxi.ru|kursk.taxi24h.ru|tratatur.ru|kursk.sevastopol24.taxi|kursk.taxi-krim.com|www.avito.ru|kursk.aeroport-simferopol.taxi|kursk.simferopol-aeroport.taxi|ug.taxi|taxi-ug.ru|taxi533.ru|rustransfer.org|ug-transfer.online|unit-transfer.ru|sochi.taxi|levtransfer.ru|mezhgorod-rf.ru|mejgorod-taxi.ru|taxiaero-simferopol.ru|onlinetaxi.su|taksi-gorod.ru|transferug.ru|mejgorodtaxi.ru|vse-taxi.com|catalogtaksi.ru|deshevotaxi.ru|xn--j1aarei.xn--80akxkdedu.xn--p1acf|mezhgorod-taksi.ru;Курск;Симферополь;44500
saratov-kursk;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;27;0;saratov.taxi24h.ru|kubtaxi.ru|saratov.sevastopol24.taxi|tratatur.ru|ug.taxi|www.taxi2000.ru|taxi-ug.ru|taksi-gorod.ru|taxi533.ru|taxi555.ru|rustransfer.org|taxi.drive-luxe.ru|taksisvo.ru|www.mezhgorod.taxi|mezhgorod-rf.ru|taxi-cosmos.ru|sochi.taxi|taxivezde.ru|mejgorod-taxi.ru|saratov.taxi-krim.com|www.taxi-love.ru|catalogtaksi.ru|mb-taxi.ru|obltaxi.ru|saratov.aeroport-simferopol.taxi|vse-taxi.com|jupiter-tmc.ru|onlinetaxi.su|deshevotaxi.ru|cvo-taxi.ru;Саратов;Курск;22000
moskva-livny;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;2;22;0;taxi-mobil.ru|taxi555.ru|xn----7sbyhcmnbsdikx.xn--p1ai|www.taxi2000.ru|zakaz.mezhgorod.taxi|mezhgorod.taxi-ekvator.ru|kiwitaxi.ru|taxi.drive-luxe.ru|1taxopark.ru|ab-taxi.ru|www.taxi-love.ru|taxi-russia.ru|taksi777.ru|wing-taxi.ru|taxivezde.ru|mos.taxitoday.ru|obltaxi.ru|xn----7sbyhcmnbsdikx.xn--80adxhks|rustransfer.org|taxi-cosmos.ru|www.taxi-rokada.ru|logitaxi.ru|www.taximasters.ru|moskva.taxideshevo.com|takse.ru|mezhdugorodnee-taksi-moskva.ru|xn----7sbyhcmghbyi1l.xn--80adxhks|www.avito.ru|sky-transfer.ru;Москва;Ливны;13500
ufa-tolyatti;old;12;6;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;25;0;ufa.taxi24h.ru|sky-transfer.ru|taxi24online.ru|taxi555.ru|rustransfer.org|city2city.ru|jupiter-tmc.ru|www.mezhgorod.taxi|www.taxi-love.ru|toptaxi.org|vse-taxi.com|ufa.taxi-krim.com|taksi-ufa.ru|taksi-gorod.ru|ufa.taksi24.taxi|taxi533.ru|taxi-mini.ru|taxivezde.ru|ufa.aeroport-simferopol.taxi|taxi.drive-luxe.ru|ufa.simferopol-aeroport.taxi|taksisvo.ru|mezhgorod-rf.ru|taxi-cosmos.ru|obltaxi.ru|www.taxi2000.ru|xn----7sbp3acjidhfbkt.su|mejgorodtaxi.ru|www.rome2rio.com|catalogtaksi.ru;Уфа;Тольятти;15000
smolensk-tver;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;24;0;smolensk.taxi24h.ru|taxi555.ru|ab-taxi.ru|taksi-gorod.ru|www.mezhgorod.taxi|ug.taxi|taxi.drive-luxe.ru|1taxopark.ru|taxivezde.ru|taxi533.ru|rustransfer.org|www.taxi-love.ru|taksisvo.ru|jupiter-tmc.ru|smolensk.taxi-krim.com|smolensk.aeroport-simferopol.taxi|taksi-services.ru|vse-taxi.com|transfer67.ru|catalogtaksi.ru|deshevotaxi.ru|www.rome2rio.com|smolensk.simferopol-aeroport.taxi|1tmehgorod.ru|mejgorodtaxi.ru|mezhgorod-taksi.ru|mezhdugorodnee-taksi.ru|taxi-mezhgorod24.ru|mobilodeon.ru|www.avito.ru;Смоленск;Тверь;12500
perm-osa;old;12;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;20;0;deshevotaxi.ru|uralavtotaxi.ru|taxi-perm.su|ab-taxi.ru|1taxopark.ru|taxivezde.ru|taksisvo.ru|taxi555.ru|obltaxi.ru|www.taxi2000.ru|takse.ru|www.rome2rio.com|catalogtaksi.ru|www.taxi-love.ru|mejgorodtaxi.ru|xn----7sbp3acjidhfbkt.su|www.perm-taxi-region.ru|www.intui.travel|mezhgorod-taksi.ru|uslugi.yandex.ru|taxi-perm-perm-krai-ru.taxigator.ru|transfergid.ru|taxitops.ru|xn----7sbyhmmrebi.xn--p1ai|xn--80aaahzdndlon5ak.xn--p1ai|xn--159-5cd4bl3cf.xn--p1ai|taxinomerok.ru|xn--e1aohf5d.xn--80akxkdedu.xn--p1acf|taxi-realtransfer-mejgorod.ru|taxi-po-svetu.ru;Пермь;Оса;4500
syktyvkar-sosnogorsk;old;12;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;21;0;www.taxi2000.ru|obltaxi.ru|1taxopark.ru|yandex.ru|taxi555.ru|deshevotaxi.ru|taxivezde.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|www.taxi-rokada.ru|takse.ru|rustransfer.org|www.taxi-love.ru|timan.taxi|jupiter-tmc.ru|mejgorodtaxi.ru|catalogtaksi.ru|www.intui.travel|taksi-gorod.ru|taxi-nomera.ru|taxi-syktyvkar-komi-republic-ru.taxigator.ru|mezhgorod-taksi.ru|transfergid.ru|vk.com|www.avito.ru|y-taxi.ru|xn--c1aohdbbocbf.xn--80akxkdedu.xn--p1acf|spravkataxi.ru|zoon.ru|taxigoroda.ru;Сыктывкар;Сосногорск;9900
nizhnij-novgorod-chkalovsk;old;12;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;17;0;www.taxi2000.ru|taxi555.ru|1taxopark.ru|taxivezde.ru|taxigorkovskoe.ru|mezhgorod-rf.ru|taksisvo.ru|obltaxi.ru|takse.ru|www.taxi-love.ru|mezhgorod-taksi.ru|rustransfer.org|deshevotaxi.ru|catalogtaksi.ru|taxi-russia.su|mejgorodtaxi.ru|mb-taxi.ru|www.rome2rio.com|mezhgorod.net|jupiter-tmc.ru|nizhnij-novgorod.perivoz.ru|taxomarket.ru|intaxi.ru|2gis.ru|taxi-nizhny-novgorod-nizhny-novgorod-oblast-ru.taxigator.ru|yandex.ru|mobilodeon.ru|www.intui.travel|taxinomerok.ru|minivan-nn.ru;Нижний Новгород;Чкаловск;3500
voronezh-oryol;old;12;16;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;23;0;catalogtaksi.ru|ug.taxi|kubtaxi.ru|tratatur.ru|www.taxi2000.ru|taxi-ug.ru|taxi555.ru|voronezh.taxi24h.ru|voronezh.sevastopol24.taxi|taxi.drive-luxe.ru|rustransfer.org|voronezh.taxi-krim.com|vip-888.ru|1taxopark.ru|cabway.ru|city2city.ru|jupiter-tmc.ru|vse-taxi.com|taxi-russia.su|obltaxi.ru|vrn-taxi.ru|sochi.taxi|taksi-gorod.ru|unit-transfer.ru|mezhgorod-rf.ru|taxi533.ru|mejgorod-taxi.ru|taxivezde.ru|taxicamry.ru|voronezh.simferopol-aeroport.taxi;Воронеж;Орёл;10200
stavropol-rostov-na-donu;old;12;12;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;2;23;0;ugtaxi.ru|kubtaxi.ru|stavropol.taxi24h.ru|tratatur.ru|www.avito.ru|sky-transfer.ru|taxi-svobodnoe.ru|taxi-ug.ru|kiwitaxi.ru|stavropol.taksi24.taxi|perfect-taxi.ru|city2city.ru|taxi-bereg.ru|autoyellow.ru|taxi533.ru|stavropol.taxi-krim.com|taxi.transferplustravel.com|taxi555.ru|transferug.ru|taksi-gorod.ru|ug.taxi|msk.taxi|ugtravel.ru|mejgorod-taxi.ru|taksisvo.ru|stavtransfer.ru|uslugi.yandex.ru|centertaxi-krd.ru|transfer-stavropol.ru|stavropol.aeroport-simferopol.taxi;Ставрополь;Ростов-на-Дону;10200
svo-taxi-kursk-krasnodar;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;26;0;ugtaxi.ru|kubtaxi.ru|taksi-gorod.ru|tratatur.ru|ug.taxi|taxi-ug.ru|kursk.taksi24.taxi|kursk.taxi-krim.com|taxi533.ru|www.taxi2000.ru|kursk.taxi24h.ru|msk.taxi|unit-transfer.ru|taksisvo.ru|www.mezhgorod.taxi|sochi.taxi|taxi.drive-luxe.ru|mezhgorod-rf.ru|levtransfer.ru|rustransfer.org|www.avito.ru|mejgorod-taxi.ru|taxi-cosmos.ru|taxivezde.ru|deshevotaxi.ru|jupiter-tmc.ru|catalogtaksi.ru|www.taxi-love.ru|obltaxi.ru|taxiaero-simferopol.ru;Курск;Краснодар;32000
rostov-stavropol;old;12;14;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;2;24;0;www.avito.ru|kubtaxi.ru|rostov-na-donu.sky-transfer.ru|ugtaxi.ru|tratatur.ru|rostov.taxi24h.ru|taxi533.ru|kiwitaxi.ru|taxi-ug.ru|taxi-svobodnoe.ru|rostov.taksi24.taxi|taxi.transferplustravel.com|avto-kruiz.com|city2city.ru|taxi-bereg.ru|unit-transfer.ru|rostov.taxi-krim.com|taxi-yugtaxi.ru|ugtravel.ru|taksisvo.ru|msk.taxi|www.mezhgorod.taxi|ug.taxi|transfers.unitaxi.ru|rostov.simferopol-aeroport.taxi|mejgorod-taxi.ru|rustransfer.org|catalogtaksi.ru|taxi-russia.su|sochi.taxi;Ростов-на-Дону;Ставрополь;10200
ryazan-perm;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;27;0;taxi533.ru|ryazan.taxi24h.ru|taksi-gorod.ru|www.taxi2000.ru|taksisvo.ru|ryazan.sevastopol24.taxi|mezhgorod-rf.ru|taxi.drive-luxe.ru|ryazan.taksi24.taxi|taxivezde.ru|taxi555.ru|ryazan.yalta-24.taxi|catalogtaksi.ru|ryazan.taxi-krim.com|www.taxi-love.ru|www.mezhgorod.taxi|obltaxi.ru|mezhgorod-taksi.ru|ryazan.aeroport-simferopol.taxi|vse-taxi.com|deshevotaxi.ru|ryazan.simferopol-aeroport.taxi|onlinetaxi.su|mejgorodtaxi.ru|taxi.yandex.ru|taxi-mezhgorod24.ru|mobilodeon.ru|taxinomerok.ru|www.avito.ru|ug-transfer.online;Рязань;Пермь;41000
smolensk-desnogorsk;old;12;2;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;22;0;taxi555.ru|city2city.ru|1taxopark.ru|catalogtaksi.ru|turtransfer.ru|www.mezhgorod.taxi|takse.ru|deshevotaxi.ru|taksisvo.ru|taxi-russia.ru|taxivezde.ru|www.taxi-love.ru|rustransfer.org|transfer67.ru|jupiter-tmc.ru|www.taxi-rokada.ru|www.rome2rio.com|m.avito.ru|taksi-services.ru|vse-taxi.com|taxi.drive-luxe.ru|taxi-smolensk-smolensk-oblast-ru.taxigator.ru|mezhgorod-taksi.ru|taxi-mezhgorod24.ru|y-taxi.ru|2gis.ru|obltaxi.ru|mobilodeon.ru|mezhdugorodnee-taksi.ru|mejgorodtaxi.ru;Смоленск;Десногорск;5200
voronezh-bryansk;old;12;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;25;0;tratatur.ru|voronezh.taxi24h.ru|voronezh.sevastopol24.taxi|kubtaxi.ru|voronezh.taksi24.taxi|taxi-ug.ru|taxi555.ru|catalogtaksi.ru|taxi.drive-luxe.ru|cabway.ru|taxi533.ru|ug.taxi|www.mezhgorod.taxi|rustransfer.org|sochi.taxi|mejgorod-taxi.ru|taksisvo.ru|mezhgorod-rf.ru|taxi-russia.su|unit-transfer.ru|taxivezde.ru|jupiter-tmc.ru|taxi-cosmos.ru|taxicamry.ru|deshevotaxi.ru|taksi-services.ru|vse-taxi.com|ru-travel.org|voronezh.aeroport-simferopol.taxi|mb-taxi.ru;Воронеж;Брянск;13400
moskva-alatyr;new;11;10;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;17;8;0;vk.com|sky-transfer.ru|taxi555.ru|wing-taxi.ru|taksi-gorod.ru|www.mezhgorod.taxi|1taxopark.ru|www.taxi2000.ru|taxi.drive-luxe.ru|city2city.ru;;;
moskva-dolgoe;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;14;14;2;www.mezhgorod.taxi|1taxopark.ru|obltaxi.ru|www.taxi-love.ru|mejgorodtaxi.ru|taxi555.ru|taxi.yandex.ru|perevozka24.com|oldtaxi.ru|taxi-mobil.ru;;;
moskva-morshansk;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;9;19;0;taxi555.ru|taxi-mobil.ru|www.taxi2000.ru|ugtravel.ru|ab-taxi.ru|taksi-gorod.ru|taxivezde.ru|www.taxi-love.ru|1taxopark.ru|www.taxi-rokada.ru;;;
moskva-ostashkov;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;10;17;0;taxi-mobil.ru|taxidaleko.ru|taxi555.ru|www.100mtaxi.ru|wing-taxi.ru|zakaz.mezhgorod.taxi|taksi-mezhgorod.ru|www.taxi2000.ru|www.taxi-love.ru|1taxopark.ru;;;
moskva-shumerlya;new;11;9;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;16;9;0;taxi-mobil.ru|taxi555.ru|www.mezhgorod.taxi|wing-taxi.ru|taksi-gorod.ru|taxi.drive-luxe.ru|1taxopark.ru|taxivezde.ru|city2city.ru|rustransfer.org;;;
moskva-volzhsk;new;11;4;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;17;9;1;taxi-mobil.ru|sky-transfer.ru|taxi555.ru|city2city.ru|1taxopark.ru|taxivezde.ru|wing-taxi.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|www.taxi2000.ru;;;
moskva-vyshnij-volochyok;new;11;9;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;13;14;0;www.100mtaxi.ru|xn----7sbyhcmnbsdikx.xn--p1ai|taxi-mobil.ru|taxi555.ru|www.mezhgorod.taxi|1taxopark.ru|ab-taxi.ru|www.taxi-love.ru|city2city.ru|wing-taxi.ru;;;
moskva-zubczov;new;11;7;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;16;12;1;taxi-mobil.ru|taxi.drive-luxe.ru|www.taximasters.ru|1taxopark.ru|www.mezhgorod.taxi|taxi555.ru|city2city.ru|taxivezde.ru|yandex.ru|taksi777.ru;;;
sankt-peterburg-severnyj;new;11;3;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT_NEW;13;13;3;ugtaxi.ru|taksisvo.ru|city2city.ru|www.mezhgorod.taxi|yandex.ru|mejgorodtaxi.ru|catalogtaksi.ru|deshevotaxi.ru|mezhgorod-taksi.ru|taxi-blizhniy.ru;;;
sankt-peterburg-yaroslavl;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;10;19;0;sky-transfer.ru|sankt-peterburg.taxi-krim.com|sankt-peterburg.taksi24.taxi|sankt-peterburg.taxi24h.ru|ugtaxi.ru|sankt-peterburg.sevastopol24.taxi|taxi533.ru|taksi-gorod.ru|transferug.ru|unit-transfer.ru;;;
arxangelsk-pleseczk;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;20;7;2;kiwitaxi.ru|www.taxi2000.ru|taxi555.ru|catalogtaksi.ru|taxi.drive-luxe.ru|1taxopark.ru|takse.ru|taxivezde.ru|yandex.ru|obltaxi.ru;;;
arxangelsk-velsk;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;21;5;3;taksi-gorod.ru|catalogtaksi.ru|taxi.drive-luxe.ru|www.taxi2000.ru|www.mezhgorod.taxi|1taxopark.ru|vk.com|yandex.ru|rustransfer.org|taxivezde.ru;;;
belgorod-anapa;new;11;7;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT_NEW;10;17;0;belgorod.taxi24h.ru|tratatur.ru|www.avito.ru|taxi-ug.ru|rustransfer.org|ug.taxi|city2city.ru|belgorod.taxi-krim.com|catalogtaxi.ru|vse-taxi.com;;;
belgorod-belyj;new;11;1;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;19;9;4;city2city.ru|taksisvo.ru|catalogtaksi.ru|deshevotaxi.ru|mejgorodtaxi.ru|jupiter-tmc.ru|catalogtaxi.ru|mezhgorod-taksi.ru|yandex.ru|belltaxi.ru;;;
bryansk-belye-berega;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;21;7;3;vk.com|1taxopark.ru|taxi555.ru|obltaxi.ru|taxi.drive-luxe.ru|rutaxist.ru|deshevotaxi.ru|catalogtaksi.ru|taxigator.ru|yandex.ru;;;
bryansk-vyazma;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;24;4;1;deshevotaxi.ru|taxi555.ru|taxi.drive-luxe.ru|1taxopark.ru|www.taxi2000.ru|taxivezde.ru|www.mezhgorod.taxi|taksisvo.ru|catalogtaksi.ru|takse.ru;;;
vladimir-gavrilov-posad;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;19;8;2;taxi555.ru|mezhgorod-taksi.ru|transfer-vlad33.ru|www.mezhgorod.taxi|catalogtaksi.ru|ab-taxi.ru|taxivezde.ru|www.taxi-love.ru|www.taxi2000.ru|obltaxi.ru;;;
vladimir-naro-fominsk;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;21;5;1;transfer-vlad33.ru|taxi555.ru|taksisvo.ru|www.taxi2000.ru|taxivezde.ru|taxi.drive-luxe.ru|www.taxi-love.ru|obltaxi.ru|www.mezhgorod.taxi|rustransfer.org;;;
volgograd-oktyabrskij;new;11;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;21;6;2;taksisvo.ru|taxi533.ru|taksi-gorod.ru|mejgorod-taxi.ru|yandex.ru|mezhgorod-rf.ru|rustransfer.org|vse-taxi.com|catalogtaksi.ru|onlinetaxi.su;;;
volgograd-oktyabrskoe;new;11;29;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;20;6;3;taxi533.ru|taksisvo.ru|taksi-gorod.ru|mejgorod-taxi.ru|mezhgorod-rf.ru|catalogtaxi.ru|vse-taxi.com|rustransfer.org|yandex.ru|catalogtaksi.ru;;;
voronezh-dzerzhinsk;new;11;23;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;17;10;2;taksi-gorod.ru|mezhgorod-rf.ru|taksisvo.ru|taxi533.ru|unit-transfer.ru|rustransfer.org|catalogtaksi.ru|mb-taxi.ru|vse-taxi.com|deshevotaxi.ru;;;
