page_url;city_from;city_to;distance_km;price;total_freq;freq_cloud;freq_old_total;freq_taksi;freq_transfer;freq_mezhgorod;demand_score;competition_score;position_score;weakness_score;total_found;federal_count;local_taxi_count;city2city_position;top10_domains;in_direct;direct_strategy;city_type_from;city_type_to;segment;has_serp;related_queries
https://city2city.ru/sankt-peterburg-chelyabinsk;Санкт-Петербург;Челябинск;2450;73500;13;13;0;0;0;0;0.2479;0.0245;0.2;0.9755;499542;0;27;30;sankt-peterburg.taxi24h.ru|sankt-peterburg.sevastopol24.taxi|sankt-peterburg.taksi24.taxi|taxi555.ru|ugtaxi.ru|unit-transfer.ru|taksi-gorod.ru|taxivezde.ru|taxi-cosmos.ru|sankt-peterburg.taxi-krim.com|taxideshevo.com|taksisvo.ru|ug.taxi|driver174.ru|sankt-peterburg.simferopol-aeroport.taxi|www.taxi-love.ru|obltaxi.ru|deshevotaxi.ru|vtstaxi.ru|vse-taxi.com|catalogtaxi.ru|xn----7sbebjgab2at5brxcj5g.xn--p1ai|mejgorodtaxi.ru|www.daleko-taxi.ru|intercity-taxispb.ru|mezhgorod-taksi.ru|transferug.ru|taximezhdugorodnee.ru|taxi-st-petersburg-ru.taxigator.ru|city2city.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/ufa-mixajlovka;Уфа;Михайловка;15;3000;13;13;0;0;0;0;0.2479;0.1273;0.7;0.8727;264906;1;19;4;taximini-ufa.ru|taxi533.ru|uslugi.yandex.ru|city2city.ru|toptaxi.org|taksi-gorod.ru|taxi-mini.ru|taksisvo.ru|2gis.ru|taxiufa.ru|rustransfer.org|www.intui.travel|yandex.ru|catalogtaksi.ru|takse.ru|vk.com|sky-transfer.ru|taximinimalka.ru|mejgorodtaxi.ru|mezhgorod-taksi.ru|deshevotaxi.ru|minivan-go.ru|ufalain.ru|taxi-bulgakovo-republic-of-bashkortostan-ru.taxigator.ru|mobilodeon.ru|taxiufa.com|www.transfer02.ru|xn--80a1bd.xn--80akxkdedu.xn--p1acf|www.taximezhgorodufa.ru|taximiniufa.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/voronezh-rostov-na-donu;Воронеж;Ростов-на-Дону;570;17100;13;13;0;0;0;0;0.2479;0.1855;0.7;0.8145;3152891;1;26;9;voronezh.sky-transfer.ru|ugtaxi.ru|voronezh.taxi24h.ru|kubtaxi.ru|tratatur.ru|taksi-gorod.ru|ug.taxi|taxi-svobodnoe.ru|city2city.ru|voronezh.taksi24.taxi|taxi-ug.ru|transferug.ru|voronezh.taxi-krim.com|msk.taxi|www.avito.ru|rustransfer.org|taksisvo.ru|cabway.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|unit-transfer.ru|catalogtaxi.ru|taxivezde.ru|taxi533.ru|taxi-russia.su|mejgorod-taxi.ru|vrn-taxi.ru|sochi.taxi|www.taxi-love.ru|vse-taxi.com;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/svo-taxi-rostov-na-donu-tokmak;Ростов-на-Дону;Токмак;370;11000;13;13;0;0;0;0;0.2479;0.1855;0.0;0.8145;3154892;1;12;;taxi.yandex.ru|rostov-na-donu1.taximaxim.ru|2gis.ru|yandex.ru|vezet.ru|city-mobil.ru|uslugi.yandex.ru|m.avito.ru|zoon.ru|161.ru|www.yell.ru|www.2306306.com|xn-----6kckdgfipty1aaca1adgndr.xn--p1ai|www.komandirovka.ru|rutaxi.ru|go.yandex|perevozka24.com|vk.com|taxi.ugtravel.com|taksi-gorod.ru|redtaxi.ru|taxiizrostova.ru|rostov.yp.ru|apps.apple.com|555don.ru|www.rustore.ru|vse-taxi.com|intaxi.ru|taxieconom.ru|taxi-leader.ru;NO;;;;DIRECT_TEST;YES;
https://city2city.ru/chelyabinsk-kazan;Челябинск;Казань;960;28800;13;9;13;3;9;0;0.2479;0.2256;0.0;0.7744;316557;0;7;;intercity74.ru|ugtaxi.ru|driver174.ru|taksi-gorod.ru|taxidesyatka.ru|chelyabinsk.taksi24.taxi|chelyabinsk.sevastopol24.taxi|chelyabinsk.taxi24h.ru|taxi533.ru|1taxopark.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/stavropol-blagodarnyj;Ставрополь;Благодарный;155;5100;13;13;0;0;0;0;0.2479;0.2445;0.7;0.7555;260748;2;19;8;taxi-ug.ru|kubtaxi.ru|ugtaxi.ru|perfect-taxi.ru|taxi555.ru|tratatur.ru|1taxopark.ru|city2city.ru|obltaxi.ru|www.taxi2000.ru|taksisvo.ru|taxivezde.ru|rustransfer.org|catalogtaksi.ru|takse.ru|www.taxi-love.ru|mejgorodtaxi.ru|deshevotaxi.ru|taxi-russia.su|mezhgorod-taksi.ru|blagodarny.taximaxim.ru|www.intui.travel|www.rome2rio.com|uslugi.yandex.ru|transferug.ru|transfergid.ru|mobilodeon.ru|minivan-go.ru|www.avito.ru|stavropol.nashaspravka.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/svo-taxi-lugansk-krasnyy-luch;Луганск;Красный Луч;80;2500;12;12;0;0;0;0;0.2409;0.1209;0.0;0.8791;202164;1;15;;estlugansk.ru|lugansk.taxi|yandex.ru|600.taxi|www.avito.ru|dzen.ru|959.xn--p1ai|vk.com|uslugi.yandex.ru|arteltaxi.ru|ok.ru|taxi-alliance.turbo.site|t.me|www.rustore.ru|deshevotaxi.ru|perevozka24.com|horeca-lg.ru|taksi-gorod.ru|taxigoroda.ru|apps.apple.com|lugansk.sky-transfer.ru|lugansk.taksi24.taxi|lugansk.taxi24h.ru|takse.ru|lugansk.taxiarkadiya.ru|taxi-lugansk.ru|434.taxi|taxi-lnr.ru|zvs-lg.ru|xn-----6kcbqgcdjrv0afza5ajp5i.xn--p1ai;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/vladivostok-lesozavodsk;Владивосток;Лесозаводск;350;10500;12;12;0;0;0;0;0.2409;0.1268;1.0;0.8732;260201;1;17;3;sky-transfer.ru|mezhgorod-taksi.ru|city2city.ru|deshevotaxi.ru|rustransfer.org|unit-transfer.ru|catalogtaksi.ru|takse.ru|drive125.ru|jupiter-tmc.ru|www.rome2rio.com|taxigator.ru|taksi-gorod.ru|xn--80adbhunc2aa3al.xn--80akxkdedu.xn--p1acf|go.yandex|taxi.yandex.ru|vladivostok.bt-one.ru|2gis.ru|xn----8sbear7aqwdih2a.xn--p1ai|transfergid.ru|lesozavodsk.taximaxim.ru|perevozka24.com|taxivendi.ru|uslugi.yandex.ru|m.avito.ru|vladivostok.taxipoehali.ru|vse-taxi.com|www.taximezgorod.com|www.farpost.ru|www.rutaxist.ru;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;B;D;DIRECT_TEST;YES;
https://city2city.ru/svo-taxi-krasnyy-luch-lugansk;Красный луч;Луганск;70;3200;12;12;0;0;0;0;0.2409;0.0245;0.4;0.9755;498974;0;13;16;vk.com|start81.ru|pilot.tvoe.taxi|www.rustore.ru|m.ok.ru|t.me|xn-----6kcb2bidcmr5aiff2a8d3c.xn--p1ai|959.xn--p1ai|arteltaxi.ru|yandex.ru|deshevotaxi.ru|taxi-vokrug.ru|perevozka24.com|taksi-gorod.ru|uslugi.yandex.ru|city2city.ru|takse.ru|intaxi.ru|pilot--taxii.orgs.biz|catalogtaksi.ru|yandex.ru|ugtravel.ru|taxieconom.ru|taxi-cosmos.ru|dzen.ru|ugtravel.com|ugtaxi.ru|bibi-bot.ru|astrataxi.ru|astra.redbeam.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/krasnoyarsk-kodinsk;Красноярск;Кодинск;700;21000;12;12;0;0;0;0;0.2409;0.1344;0.7;0.8656;359146;1;15;6;vk.com|1taxopark.ru|www.mezhgorod.taxi|takse.ru|taxi.drive-luxe.ru|city2city.ru|taxivezde.ru|www.taxi2000.ru|mezhgorod-taksi.ru|ok.ru|rustransfer.org|catalogtaksi.ru|www.taxi-rokada.ru|www.taxi-love.ru|t.me|deshevotaxi.ru|www.rome2rio.com|obltaxi.ru|jupiter-tmc.ru|minibus.biletyplus.ru|xn--80atblfjdfd2l.xn--80akxkdedu.xn--p1acf|yandex.ru|kodinskexpress.orgs.biz|transfergid.ru|intaxi.ru|krasnojarsk.vezetvsem.ru|uslugi.yandex.ru|taxi-krasnoyarsk-krasnoyarsk-krai-ru.taxigator.ru|youla.ru|taksi-gorod.ru;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;A;D;DIRECT_TEST;YES;
https://city2city.ru/tver-smolensk;Тверь;Смоленск;410;12500;12;12;0;0;0;0;0.2409;0.1247;0.0;0.8753;237142;1;25;;tver.taxi24h.ru|taxi555.ru|1taxopark.ru|tver.taksi24.taxi|rustransfer.org|taxivezde.ru|taxi.drive-luxe.ru|taksi-gorod.ru|www.mezhgorod.taxi|taxi533.ru|tver.yalta-24.taxi|www.taxi-love.ru|taksisvo.ru|ug.taxi|mezhgorod-taksi.ru|mezhgorod-rf.ru|catalogtaksi.ru|jupiter-tmc.ru|tver.simferopol-aeroport.taxi|taksi-services.ru|deshevotaxi.ru|vse-taxi.com|oblastnoe-taxi.ru|mezhdugorodnee-taxi24.ru|mezhdugorodnee-taksi.ru|mejgorodtaxi.ru|onlinetaxi.su|www.avito.ru|taxi-tver-tver-oblast-ru.taxigator.ru|www.rome2rio.com;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/syktyvkar-emva;Сыктывкар;Емва;135;4900;12;12;0;0;0;0;0.2409;0.3562;0.7;0.6438;202034;3;17;4;taxi555.ru|taksi-gorod.ru|yandex.ru|city2city.ru|1taxopark.ru|vk.com|xn----7sbyhcmnbsdikx.xn--p1ai|www.taxi2000.ru|takse.ru|taxivezde.ru|catalogtaksi.ru|deshevotaxi.ru|www.taxi-rokada.ru|rustransfer.org|mejgorodtaxi.ru|www.taxi-love.ru|obltaxi.ru|taxi-syktyvkar-komi-republic-ru.taxigator.ru|www.intui.travel|taxi-russia.ru|mezhgorod-taksi.ru|taximezhgorod.ru|www.rome2rio.com|2gis.ru|xn--80adi2a.xn--80akxkdedu.xn--p1acf|www.avito.ru|perevozka24.com|www.ds11.ru|www.blablacar.ru|catalogtaxi.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/kazan-kumertau;Казань;Кумертау;720;21600;12;10;12;10;0;0;0.2409;0.365;1.0;0.635;293516;0;5;2;www.rome2rio.com|city2city.ru|www.mezhgorod.taxi|taksisvo.ru|1taxopark.ru|mejgorod-taxi.ru|taxi.drive-luxe.ru|taxivezde.ru|yandex.ru|mezhgorod.pro;YES;ГРУППИРОВКА_ПО_ГОРОДУ;A;C;DIRECT_TEST;YES;
https://city2city.ru/barnaul-omsk;Барнаул;Омск;875;26000;12;6;12;6;4;1;0.2409;0.0811;1.0;0.9189;274687;0;9;3;taxi533.ru|www.taxi2000.ru|city2city.ru|taksi-gorod.ru|rustransfer.org|taxivezde.ru|deshevotaxi.ru|www.mezhgorod.taxi|vse-taxi.com|obltaxi.ru;YES;ГРУППИРОВКА_ПО_ГОРОДУ;B;B;DIRECT_TEST;YES;
https://city2city.ru/ryazan-ivanovo;Рязань;Иваново;350;10500;12;12;0;0;0;0;0.2409;0.14;0.0;0.86;456068;1;24;;taksi-gorod.ru|rzn-transfer.ru|ryazan.taxi24h.ru|ryazan.taksi24.taxi|ryazan.sevastopol24.taxi|taxi533.ru|rustransfer.org|taksisvo.ru|vse-taxi.com|taxi.drive-luxe.ru|www.taxi-love.ru|www.mezhgorod.taxi|transfer-rzn-62.ru|taxivezde.ru|mezhgorod-rf.ru|catalogtaksi.ru|obltaxi.ru|ryazan.aeroport-simferopol.taxi|www.taxi-rokada.ru|ryazan.simferopol-aeroport.taxi|deshevotaxi.ru|uslugi.yandex.ru|www.avito.ru|transfergid.ru|ru-travel.org|jupiter-tmc.ru|mejgorodtaxi.ru|transfer62.ru|xn--80antj7do.xn--80akxkdedu.xn--p1acf|taxigator.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/yaroslavl-nizhnij-novgorod;Ярославль;Нижний Новгород;400;12000;12;12;0;0;0;0;0.2409;0.1404;0.0;0.8596;462155;1;27;;yaroslavl.taksi24.taxi|www.avito.ru|yatransfer76.ru|yaroslavl.taxi24h.ru|taxi555.ru|taxi533.ru|1taxopark.ru|transfers.unitaxi.ru|www.mezhgorod.taxi|catalogtaksi.ru|mejgorod-taxi.ru|taxivezde.ru|taksi-gorod.ru|takse.ru|taxi.drive-luxe.ru|ug.taxi|www.taxi-love.ru|obltaxi.ru|taksisvo.ru|yaroslavl.simferopol-aeroport.taxi|taxigorkovskoe.ru|deshevotaxi.ru|taksi-services.ru|transfer-raketa76.ru|transfergid.ru|vse-taxi.com|mejgorodtaxi.ru|taxi-russia.ru|mezhdugorodnee-taxi24.ru|taximezhgorod24.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/omsk-krasnoyarsk;Омск;Красноярск;1420;42500;12;12;0;0;0;0;0.2409;0.2519;0.0;0.7481;356684;2;19;;taksi-gorod.ru|taxi533.ru|www.taxi2000.ru|www.mezhgorod.taxi|mezhgorod-rf.ru|vse-taxi.com|taxivezde.ru|obltaxi.ru|taxi-russia.su|catalogtaksi.ru|www.taxi-love.ru|deshevotaxi.ru|mejgorodtaxi.ru|vk.com|mezhgorod-taksi.ru|taxi-omsk-omsk-oblast-ru.taxigator.ru|xn--j1adfn.xn--80akxkdedu.xn--p1acf|perevozka24.com|www.avito.ru|taxi.yandex.ru|uslugi.yandex.ru|2gis.ru|omsk.taxovichkof.ru|omsk.bt-one.ru|drivee.com|www.estaxi.ru|uslugio.com|omsk.taximaxim.ru|catalogtaxi.ru|www.blablacar.ru;YES;ТОЧНЫЕ_КЛЮЧИ;B;A;DIRECT_TEST;YES;
https://city2city.ru/krasnodar-kursk;Краснодар;Курск;1060;32000;12;12;0;0;0;0;0.2409;0.0111;0.0;0.9889;281778;0;26;;ugtaxi.ru|taksi-gorod.ru|kubtaxi.ru|perfect-taxi.ru|krasnodar.taksi24.taxi|taxi533.ru|krasnodar.taxi24h.ru|tratatur.ru|ug.taxi|taxi-ug.ru|msk.taxi|krasnodar.taxi-krim.com|mezhgorod-rf.ru|krasnodar.aeroport-simferopol.taxi|taksisvo.ru|sochi.taxi|mejgorod-taxi.ru|krasnodar.simferopol-aeroport.taxi|taxi-cosmos.ru|taxivezde.ru|taxiaero-simferopol.ru|obltaxi.ru|rustransfer.org|deshevotaxi.ru|vse-taxi.com|catalogtaksi.ru|mejgorodtaxi.ru|xn-----6kcj2al3blgik3i.xn--p1ai|transferug.ru|minivan-go.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/chelyabinsk-penza;Челябинск;Пенза;1230;36900;12;10;12;10;0;2;0.2409;0.0804;0.7;0.9196;267203;0;9;7;chelyabinsk.taksi24.taxi|taxi533.ru|chelyabinsk.taxi24h.ru|taksi-gorod.ru|chelyabinsk.sevastopol24.taxi|taxi555.ru|city2city.ru|ug.taxi|chelyabinsk.yalta-24.taxi|www.mezhgorod.taxi;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/svo-taxi-kamenka-novosibirsk;село Каменка;Новосибирск;3800;114000;12;12;0;0;0;0;0.2409;0.1325;0.0;0.8675;331511;1;16;;kamenka.taxigost.com|taxi.yandex.ru|2gis.ru|uslugi.yandex.ru|yandex.ru|ok.ru|rutaxist.ru|perevozka24.com|taxitops.ru|m.avito.ru|deshevotaxi.ru|www.rustore.ru|taxi-nomera.ru|catalogtaksi.ru|intaxi.ru|xn--80aqf2ac.taxi|taxigoroda.ru|kamenka.jsprav.ru|vk.com|www.prosto.es|kamenka.spravker.ru|taxi-kamenka-penza-oblast-ru.taxigator.ru|car4you.su|www.taxopark.com|taxi-avto.ru|taxitelephone.ru|taxi-po-telefonu.ru|xn----8sbnojigiuni.xn--p1ai|catalogtaxi.ru|www.komandirovka.ru;NO;;;;DIRECT_TEST;YES;
https://city2city.ru/rostov-belaya-kalitva;Ростов-на-Дону;Белая Калитва;180;5500;12;12;0;0;0;0;0.2409;0.184;0.0;0.816;2955452;1;23;;taxi-ug.ru|kubtaxi.ru|tratatur.ru|ugtaxi.ru|perfect-taxi.ru|taksi-gorod.ru|catalogtaxi.ru|rustransfer.org|taxi555.ru|ab-taxi.ru|www.mezhgorod.taxi|ugtravel.com|1taxopark.ru|alex-transport.ru|obltaxi.ru|taxi-cosmos.ru|mezhgorod-rf.ru|takse.ru|taxi-russia.su|taksisvo.ru|taxivezde.ru|www.intui.travel|vse-taxi.com|taxi-orion.ru|catalogtaksi.ru|www.taxi2000.ru|transfers.unitaxi.ru|www.taxi-love.ru|deshevotaxi.ru|mejgorodtaxi.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/ufa-tryoxgornyj;Уфа;Трёхгорный;195;6000;12;12;0;0;0;0;0.2409;0.2456;0.0;0.7544;272964;2;25;;taksi-gorod.ru|taxi555.ru|www.taxi2000.ru|www.mezhgorod.taxi|taxivezde.ru|taximini-ufa.ru|toptaxi.org|1taxopark.ru|taksisvo.ru|takse.ru|www.taxi-rokada.ru|www.taxi-love.ru|taxi-mini.ru|catalogtaxi.ru|deshevotaxi.ru|www.rome2rio.com|www.intui.travel|taxiufa.ru|mejgorodtaxi.ru|catalogtaksi.ru|mezhgorod-taksi.ru|taxi-ufa-republic-of-bashkortostan-ru.taxigator.ru|taximinimalka.ru|www.taxiufa.com|www.transfer02.ru|transfer-ufa.ru|obltaxi.ru|www.avito.ru|taxi-ufa.ru|taksi-ufa.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/ekaterinburg-verxnij-ufalej;Екатеринбург;Верхний Уфалей;180;5500;12;12;12;12;0;0;0.2409;0.1595;0.0;0.8405;382761;0;8;;taksisvo.ru|taksi-ekb.ru|catalogtaksi.ru|rustransfer.org|catalogtaxi.ru|taxi555.ru|www.taxi2000.ru|nexttax.ru|taxivezde.ru|1taxopark.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/kostroma-makarev;Кострома;Макарьев;185;6100;12;12;0;0;0;0;0.2409;0.0044;1.0;0.9956;212496;0;20;1;city2city.ru|catalogtaksi.ru|1taxopark.ru|taxi555.ru|deshevotaxi.ru|taxi.drive-luxe.ru|www.mezhgorod.taxi|takse.ru|rustransfer.org|yandex.ru|taxivezde.ru|taksisvo.ru|www.taxi2000.ru|www.taxi-rokada.ru|www.taxi-love.ru|www.rome2rio.com|mejgorodtaxi.ru|taxi-kostroma-kostroma-oblast-ru.taxigator.ru|jupiter-tmc.ru|mezhgorod-taksi.ru|vk.com|uslugi.yandex.ru|taksi-services.ru|ok.ru|obltaxi.ru|transfergid.ru|kostroma.taximaxim.ru|mezhdugorodnee-taksi.ru|xn--80affnblthori.xn--p1ai|transfer44.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/kostroma-sharya;Кострома;Шарья;320;9500;12;12;0;0;0;0;0.2409;0.123;0.0;0.877;220664;1;21;;catalogtaksi.ru|taksi-gorod.ru|deshevotaxi.ru|taksisvo.ru|taxi555.ru|1taxopark.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|vk.com|www.taxi-rokada.ru|takse.ru|rustransfer.org|taxivezde.ru|xn----7sbyhcmnbsdikx.xn--p1ai|www.taxi2000.ru|obltaxi.ru|jupiter-tmc.ru|www.taxi-love.ru|taxi-russia.ru|mejgorodtaxi.ru|t.me|taksi-services.ru|mezhgorod-taksi.ru|mobilodeon.ru|www.rome2rio.com|transfergid.ru|taxi-kostroma-kostroma-oblast-ru.taxigator.ru|mezhdugorodnee-taksi.ru|www.avito.ru|transfer44.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/novosibirsk-kupino;Новосибирск;Купино;470;14000;12;12;0;0;0;0;0.2409;0.1289;0.0;0.8711;284109;1;18;;starcars54.ru|www.mezhgorod.taxi|taxivezde.ru|1taxopark.ru|takse.ru|taxi.drive-luxe.ru|taksi-gorod.ru|www.taxi2000.ru|deshevotaxi.ru|catalogtaksi.ru|obltaxi.ru|jupiter-tmc.ru|rustransfer.org|www.taxi-love.ru|alfa-taxi154.ru|mezhgorod-taksi.ru|m.ok.ru|taxomarket.ru|royalcars54.ru|taxi-novosibirsk-novosibirsk-oblast-ru.taxigator.ru|novosibirsk.perivoz.ru|transfergid.ru|go.yandex|xn--90absbknhbvge.xn--80akxkdedu.xn--p1acf|m.avito.ru|www.transfer154.ru|taxi-iz-tolmachevo.ru|uslugi.yandex.ru|sky-transfer.ru|novosibirsk.taximaxim.ru;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;B;D;DIRECT_TEST;YES;
https://city2city.ru/astraxan-gorod-lagan;Астрахань;Лагань;175;5800;12;12;12;12;0;0;0.2409;0.2866;0.7;0.7134;210873;0;6;9;kubtaxi.ru|ugtaxi.ru|tratatur.ru|vk.com|taxi-ug.ru|taxi555.ru|1taxopark.ru|taksi-gorod.ru|city2city.ru|taxi-russia.su;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/nizhnij-novgorod-perevoz;Нижний Новгород;Перевоз;100;3600;12;12;0;0;0;0;0.2409;0.1378;1.0;0.8622;414704;1;17;3;taxi555.ru|unit-transfer.ru|city2city.ru|mezhgorod-taksi.ru|mezhgorod-rf.ru|taksisvo.ru|deshevotaxi.ru|www.taxi2000.ru|1taxopark.ru|taxivezde.ru|taxigorkovskoe.ru|xn----7sbyhcmnbsdikx.xn--p1ai|taxi.drive-luxe.ru|obltaxi.ru|catalogtaksi.ru|takse.ru|mejgorodtaxi.ru|rustransfer.org|www.taxi-love.ru|vk.com|mb-taxi.ru|jupiter-tmc.ru|www.avito.ru|2gis.ru|uslugi.yandex.ru|www.rome2rio.com|nn.bt-one.ru|xn--80aesgcvcug0d.su|taxinnov.ru|taxi-nizhny-novgorod-nizhny-novgorod-oblast-ru.taxigator.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/ryazan-kashira;Рязань;Кашира;135;4000;12;12;0;0;0;0;0.2409;0.1252;0.0;0.8748;242849;1;22;;rzn-transfer.ru|taksi-gorod.ru|1taxopark.ru|taxi555.ru|taxi.drive-luxe.ru|www.taxi2000.ru|taxivezde.ru|taksisvo.ru|catalogtaksi.ru|www.taxi-love.ru|deshevotaxi.ru|obltaxi.ru|takse.ru|rustransfer.org|mejgorodtaxi.ru|mezhgorod-taksi.ru|www.rome2rio.com|xn--80antj7do.xn--80akxkdedu.xn--p1acf|www.avito.ru|taxi-mezhgorod24.ru|jupiter-tmc.ru|uslugi.yandex.ru|perevozka24.com|taxi.yandex.ru|taxigator.ru|transfergid.ru|transfer-rzn-62.ru|transfer62.ru|vse-taxi.com|yandex.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/elista-pyatigorsk;Элиста;Пятигорск;330;9900;12;4;12;4;5;3;0.2409;0.2852;0.7;0.7148;198473;0;6;8;kubtaxi.ru|elista.taksi24.taxi|elista.sevastopol24.taxi|tratatur.ru|taxi-ug.ru|www.rome2rio.com|1taxopark.ru|city2city.ru|rustransfer.org|taxi.drive-luxe.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/kostroma-soligalich;Кострома;Солигалич;220;6500;12;12;0;0;0;0;0.2409;0.0037;0.0;0.9963;205534;0;21;;catalogtaksi.ru|taksisvo.ru|taxi555.ru|taxivezde.ru|ab-taxi.ru|deshevotaxi.ru|www.taxi2000.ru|obltaxi.ru|1taxopark.ru|xn----7sbyhcmnbsdikx.xn--p1ai|takse.ru|www.taxi-rokada.ru|taxi.drive-luxe.ru|www.rome2rio.com|taxi-kostroma-kostroma-oblast-ru.taxigator.ru|mejgorodtaxi.ru|mezhgorod-taksi.ru|www.taxi-love.ru|taksi-services.ru|mobilodeon.ru|xn--80affnblthori.xn--p1ai|kostroma.taximaxim.ru|uslugi.yandex.ru|vk.com|perevozka24.com|mezhdugorodnee-taksi.ru|transfer44.ru|taxi.yandex.ru|vse-taxi.com|m.ok.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/kaluga-kurovskoe;Калуга;Куровское;245;7400;12;12;12;9;0;0;0.2409;0.1429;1.0;0.8571;189137;0;8;1;city2city.ru|1taxopark.ru|www.taxi2000.ru|taxi.drive-luxe.ru|taksisvo.ru|catalogtaxi.ru|taxi-mini.ru|www.mezhgorod.taxi|taxivezde.ru|www.taxi-love.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/voronezh-chelyabinsk;Воронеж;Челябинск;1740;52200;12;12;0;0;0;0;0.2409;0.0146;0.7;0.9854;327831;0;26;8;tratatur.ru|kubtaxi.ru|voronezh.taxi24h.ru|taksi-gorod.ru|voronezh.sevastopol24.taxi|taxi-ug.ru|vse-taxi.com|city2city.ru|ug.taxi|voronezh.taxi-krim.com|taxi555.ru|cabway.ru|taxi.drive-luxe.ru|unit-transfer.ru|taxivezde.ru|taksisvo.ru|obltaxi.ru|voronezh.simferopol-aeroport.taxi|voronezh.aeroport-simferopol.taxi|deshevotaxi.ru|www.taxi-love.ru|mb-taxi.ru|ru-travel.org|mezhgorod-taksi.ru|mejgorodtaxi.ru|catalogtaksi.ru|taksi-services.ru|mezhdugorodnee-taxi24.ru|taxi-nomer.ru|taxi.yandex.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_TEST;YES;
https://city2city.ru/astraxan-lagan;Астрахань;Лагань;175;5800;12;12;12;12;0;0;0.2409;0.2841;0.7;0.7159;189651;0;6;7;kubtaxi.ru|ugtaxi.ru|tratatur.ru|taxi555.ru|vk.com|1taxopark.ru|city2city.ru|taxi-russia.su|catalogtaxi.ru|deshevotaxi.ru;NO;;;;SEO_AUTOPILOT;YES;
https://city2city.ru/vologda-belgorod;Вологда;Белгород;1135;34000;12;12;0;0;0;0;0.2409;0.0098;0.4;0.9902;266847;0;26;17;vologda.taxi24h.ru|taksi-gorod.ru|taxi533.ru|taxi.drive-luxe.ru|taksisvo.ru|vologda.taksi24.taxi|www.mezhgorod.taxi|taxi555.ru|taxi-cosmos.ru|rustransfer.org|www.taxi2000.ru|obltaxi.ru|mejgorod-taxi.ru|vologda.yalta-24.taxi|vse-taxi.com|levtransfer.ru|city2city.ru|vologda.taxi-krim.com|jupiter-tmc.ru|catalogtaksi.ru|mezhgorod-taksi.ru|taxivezde.ru|ru-travel.org|vologda.aeroport-simferopol.taxi|www.taxi-love.ru|vtstaxi.ru|vologda.simferopol-aeroport.taxi|taxi-russia.ru|taksi-go.ru|xn--80adde7arb.xn--80akxkdedu.xn--p1acf;YES;ТОЧНЫЕ_КЛЮЧИ;B;A;DIRECT_TEST;YES;
https://city2city.ru/kazan-urzhum;Казань;Уржум;225;6800;12;9;12;9;0;0;0.2409;0.2909;1.0;0.7091;253585;0;6;3;mezhgorod.pro|taxi555.ru|city2city.ru|taksisvo.ru|taksi-gorod.ru|ab-taxi.ru|1taxopark.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|yandex.ru;NO;;;;SEO_AUTOPILOT;YES;
