page_url;city_from;city_to;price;total_freq;segment;city2city_position;weakness_score;demand_score
https://city2city.ru/perm-sevastopol;Пермь;Севастополь;88000;5;DIRECT_LOW;;0.8707;0.1683
https://city2city.ru/velikiy-novgorod-belgorod;Великий Новгород;Белгород;37500;5;DIRECT_LOW;20;0.8547;0.1683
https://city2city.ru/nizhnij-novgorod-tver;Нижний Новгород;Тверь;18500;5;DIRECT_LOW;;0.8617;0.1683
https://city2city.ru/belgorod-boguchar;Белгород;Богучар;11000;5;DIRECT_LOW;;0.9228;0.1683
https://city2city.ru/vladivostok-krasnoyarsk;Владивосток;Красноярск;150000;5;DIRECT_LOW;12;0.8651;0.1683
https://city2city.ru/rostov-orenburg;Ростов-на-Дону;Оренбург;50100;5;DIRECT_LOW;16;0.8144;0.1683
https://city2city.ru/rostov-tver;Ростов-на-Дону;Тверь;38000;5;DIRECT_LOW;;0.9328;0.1683
https://city2city.ru/perm-voronezh;Пермь;Воронеж;52000;5;DIRECT_LOW;26;0.9879;0.1683
https://city2city.ru/ryazan-oryol;Рязань;Орёл;11000;5;DIRECT_LOW;;0.8727;0.1683
https://city2city.ru/yakutsk-chita;Якутск;Чита;62000;5;DIRECT_LOW;2;0.8729;0.1683
https://city2city.ru/ekaterinburg-sovetskij-2;Екатеринбург;Советский;21500;5;DIRECT_LOW;;0.9072;0.1683
https://city2city.ru/tyumen-bajmak;Тюмень;Баймак;25000;5;DIRECT_LOW;;0.8734;0.1683
https://city2city.ru/svo-taxi-kazan-lugansk;Казань;Луганск;44500;5;DIRECT_LOW;;0.8685;0.1683
https://city2city.ru/nizhnij-novgorod-ekaterinburg;Нижний Новгород;Екатеринбург;38000;5;DIRECT_LOW;;0.8592;0.1683
https://city2city.ru/saransk-pochinok;Саранск;Починок;31500;5;DIRECT_LOW;;0.6422;0.1683
https://city2city.ru/stavropol-sankt-peterburg;Ставрополь;Санкт-Петербург;63800;5;DIRECT_LOW;9;0.8602;0.1683
https://city2city.ru/kirov-cheboksary;Киров;Чебоксары;11500;5;DIRECT_LOW;;0.8741;0.1683
https://city2city.ru/krasnoyarsk-xabarovsk;Красноярск;Хабаровск;127500;5;DIRECT_LOW;20;0.7473;0.1683
https://city2city.ru/volgograd-orenburg;Волгоград;Оренбург;35100;5;DIRECT_LOW;1;0.9856;0.1683
https://city2city.ru/belgorod-arxangelsk;Белгород;Архангельск;57000;5;DIRECT_LOW;;0.9205;0.1683
https://city2city.ru/krasnodar-izhevsk;Краснодар;Ижевск;62000;5;DIRECT_LOW;;0.868;0.1683
https://city2city.ru/kurgan-moskva;Курган;Москва;61500;5;DIRECT_LOW;;0.8458;0.1683
https://city2city.ru/kostroma-voronezh;Кострома;Воронеж;25600;5;DIRECT_LOW;10;0.9901;0.1683
https://city2city.ru/kemerovo-abakan;Кемерово;Абакан;22000;5;DIRECT_LOW;;0.8541;0.1683
https://city2city.ru/kursk-ufa;Курск;Уфа;47000;5;DIRECT_LOW;;0.9876;0.1683
https://city2city.ru/astraxan-volzhskij;Астрахань;Волжский;13200;5;DIRECT_LOW;6;0.7815;0.1683
