page_url;city_from;city_to;price;distance_km;total_freq;freq_taksi;freq_transfer;freq_mezhgorod;freq_cena;max_phrase;max_count;in_direct;direct_strategy;segment;sub_segment
https://city2city.ru/barnaul-belokuriha;Барнаул;Белокуриха;6800;225;280;152;85;9;34;такси Барнаул Белокуриха;152;NO;;SEO;SEO_INVEST
https://city2city.ru/irkutsk-angarsk;Иркутск;Ангарск;3000;45;278;207;3;34;34;такси Иркутск Ангарск;207;NO;;SEO;SEO_INVEST
https://city2city.ru/chelyabinsk-ufa;Челябинск;Уфа;12400;415;251;202;4;31;14;такси Челябинск Уфа;202;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/kazan-orenburg;Казань;Оренбург;21900;730;247;184;4;31;28;такси Казань Оренбург;184;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/ekaterinburg-magnitogorsk-2;Екатеринбург;Магнитогорск;15600;520;240;84;132;11;13;трансфер Екатеринбург Магнитогорск;132;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/izhevsk-sarapul;Ижевск;Сарапул;3200;70;239;197;6;9;27;такси Ижевск Сарапул;197;NO;;SEO;SEO_INVEST
https://city2city.ru/chelyabinsk-miass;Челябинск;Миасс;3800;105;237;158;46;10;23;такси Челябинск Миасс;158;NO;;SEO;SEO_INVEST
https://city2city.ru/barnaul-biysk-2;Барнаул;Бийск;5300;160;219;105;93;4;17;такси Барнаул Бийск;105;NO;;SEO;SEO_INVEST
https://city2city.ru/izhevsk-votkinsk;Ижевск;Воткинск;3000;65;208;151;6;8;43;такси Ижевск Воткинск;151;NO;;SEO;SEO_INVEST
https://city2city.ru/kazan-oktyabrskij-respublika-bashkortostan;Казань;Октябрьский;12300;410;206;153;2;51;0;такси Казань Октябрьский;153;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/kazan-aznakaevo;Казань;Азнакаево;9300;310;204;189;0;2;13;такси Казань Азнакаево;189;NO;;SEO;SEO_INVEST
https://city2city.ru/kazan-zelenodolsk;Казань;Зеленодольск;3000;45;201;158;4;9;30;такси Казань Зеленодольск;158;NO;;SEO;SEO_INVEST
https://city2city.ru/kemerovo-novokuznetsk;Кемерово;Новокузнецк;6600;220;188;87;55;26;20;такси Кемерово Новокузнецк;87;NO;;SEO;SEO_INVEST
https://city2city.ru/ekaterinburg-sibaj-2;Екатеринбург;Сибай;17700;590;182;164;1;8;9;такси Екатеринбург Сибай;164;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/barnaul-gorno-altaysk;Барнаул;Горно-Алтайск;7600;255;179;107;51;0;21;такси Барнаул Горно-Алтайск;107;NO;;SEO;SEO_INVEST
https://city2city.ru/ekaterinburg-pervouralsk;Екатеринбург;Первоуральск;3000;45;172;136;6;5;25;такси Екатеринбург Первоуральск;136;NO;;SEO;SEO_INVEST
https://city2city.ru/chelyabinsk-chebarkul;Челябинск;Чебаркуль;3800;85;169;135;3;0;31;такси Челябинск Чебаркуль;135;NO;;SEO;SEO_INVEST
https://city2city.ru/ekaterinburg-moskva;Екатеринбург;Москва;50200;1675;154;119;3;14;18;такси Екатеринбург Москва;119;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/izhevsk-agryz;Ижевск;Агрыз;3000;40;152;121;4;2;25;такси Ижевск Агрыз;121;NO;;SEO;SEO_INVEST
https://city2city.ru/ivanovo-yaroslavl;Иваново;Ярославль;4100;115;147;74;50;2;21;такси Иваново Ярославль;74;NO;;SEO;SEO_INVEST
https://city2city.ru/elista-astraxan;Элиста;Астрахань;9300;310;144;89;46;3;6;такси Элиста Астрахань;89;NO;;SEO;SEO_INVEST
https://city2city.ru/astraxan-elista;Астрахань;Элиста;9300;310;144;89;46;3;6;такси Астрахань Элиста;89;NO;;SEO;SEO_INVEST
https://city2city.ru/izhevsk-perm;Ижевск;Пермь;8500;280;136;39;89;5;3;трансфер Ижевск Пермь;89;NO;;SEO;SEO_INVEST
https://city2city.ru/ekaterinburg-ozyorsk;Екатеринбург;Озерск;4500;145;135;133;0;1;1;такси Екатеринбург Озерск;133;NO;;SEO;SEO_INVEST
https://city2city.ru/cheboksary-novocheboksarsk;Чебоксары;Новочебоксарск;3000;15;130;106;0;4;20;такси Чебоксары Новочебоксарск;106;NO;;SEO;SEO_INVEST
https://city2city.ru/belgorod-voronezh;Белгород;Воронеж;7600;255;126;101;2;4;19;такси Белгород Воронеж;101;NO;;SEO;SEO_INVEST
https://city2city.ru/kazan-bavly;Казань;Бавлы;10500;350;126;116;0;9;1;такси Казань Бавлы;116;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/kaluga-tula;Калуга;Тула;3000;105;120;85;15;1;19;такси Калуга Тула;85;NO;;SEO;SEO_INVEST
https://city2city.ru/kazan-tujmazy;Казань;Туймазы;11400;379;120;93;1;23;3;такси Казань Туймазы;93;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/ivanovo-vladimir;Иваново;Владимир;3500;115;117;77;33;0;7;такси Иваново Владимир;77;NO;;SEO;SEO_INVEST
https://city2city.ru/ekaterinburg-kamensk-uralskij;Екатеринбург;Каменск-Уральский;3600;100;113;87;2;9;15;такси Екатеринбург Каменск-Уральский;87;NO;;SEO;SEO_INVEST
https://city2city.ru/blagoveshhensk-belogorsk;Благовещенск;Белогорск;4700;130;110;91;2;6;11;такси Благовещенск Белогорск;91;NO;;SEO;SEO_INVEST
https://city2city.ru/belogorsk-blagoveshhensk;Белогорск;Благовещенск;4700;130;110;91;2;6;11;такси Белогорск Благовещенск;91;NO;;SEO;SEO_INVEST
https://city2city.ru/ivanovo-plyos;Иваново;Плёс;3200;70;110;74;18;0;18;такси Иваново Плёс;74;NO;;SEO;SEO_INVEST
https://city2city.ru/izhevsk-glazov;Ижевск;Глазов;5800;175;103;84;11;1;7;такси Ижевск Глазов;84;NO;;SEO;SEO_INVEST
https://city2city.ru/kemerovo-yurga;Кемерово;Юрга;4300;95;102;65;1;18;18;такси Кемерово Юрга;65;NO;;SEO;SEO_INVEST
https://city2city.ru/aldan-jakutsk;Алдан;Якутск;15800;525;100;85;9;6;0;такси Алдан Якутск;85;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_PRIORITY
https://city2city.ru/chelyabinsk-kopejsk;Челябинск;Копейск;3000;15;100;88;0;7;5;такси Челябинск Копейск;88;NO;;SEO;SEO_INVEST
https://city2city.ru/astraxan-volgograd;Астрахань;Волгоград;12800;425;97;71;3;6;17;такси Астрахань Волгоград;71;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kaluga-obninsk;Калуга;Обнинск;2500;85;96;79;1;0;16;такси Калуга Обнинск;79;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-shelexov;Иркутск;Шелехов;2000;20;94;80;0;1;13;такси Иркутск Шелехов;80;NO;;SEO;SEO_STANDARD
https://city2city.ru/ivanovo-kostroma;Иваново;Кострома;3000;105;93;47;32;1;13;такси Иваново Кострома;47;NO;;SEO;SEO_STANDARD
https://city2city.ru/kemerovo-belovo;Кемерово;Белово;3500;120;89;69;3;6;11;такси Кемерово Белово;69;NO;;SEO;SEO_STANDARD
https://city2city.ru/elista-moskva;Элиста;Москва;38000;1265;88;61;23;0;4;такси Элиста Москва;61;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/chelyabinsk-moskva;Челябинск;Москва;52500;1745;87;78;1;0;8;такси Челябинск Москва;78;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/irkutsk-usole-sibirskoe;Иркутск;Усолье-Сибирское;3800;85;84;62;4;1;17;такси Иркутск Усолье-Сибирское;62;NO;;SEO;SEO_STANDARD
https://city2city.ru/ivanovo-kineshma;Иваново;Кинешма;3800;105;83;60;5;1;17;такси Иваново Кинешма;60;NO;;SEO;SEO_STANDARD
https://city2city.ru/kemerovo-prokopevsk;Кемерово;Прокопьевск;6400;195;81;50;7;16;8;такси Кемерово Прокопьевск;50;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-verxnyaya-pyshma;Екатеринбург;Верхняя Пышма;2000;25;80;63;7;1;9;такси Екатеринбург Верхняя Пышма;63;NO;;SEO;SEO_STANDARD
https://city2city.ru/belgorod-rossosh;Белгород;Россошь;7800;260;79;55;13;0;11;такси Белгород Россошь;55;NO;;SEO;SEO_STANDARD
https://city2city.ru/belgorod-rossosh-2;Белгород;Россошь;7800;260;79;55;13;0;11;такси Белгород Россошь;55;NO;;SEO;SEO_STANDARD
https://city2city.ru/chelyabinsk-zlatoust;Челябинск;Златоуст;5000;150;79;53;14;9;3;такси Челябинск Златоуст;53;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-alapaevsk;Екатеринбург;Алапаевск;5300;160;78;56;0;9;13;такси Екатеринбург Алапаевск;56;NO;;SEO;SEO_STANDARD
https://city2city.ru/chelyabinsk-tyumen;Челябинск;Тюмень;12600;420;78;62;4;9;3;такси Челябинск Тюмень;62;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kemerovo-tomsk;Кемерово;Томск;6200;205;78;44;19;3;12;такси Кемерово Томск;44;NO;;SEO;SEO_STANDARD
https://city2city.ru/barnaul-novoaltaysk;Барнаул;Новоалтайск;2000;20;75;65;0;2;8;такси Барнаул Новоалтайск;65;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-severouralsk;Екатеринбург;Североуральск;13200;440;74;68;0;1;5;такси Екатеринбург Североуральск;68;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_STANDARD
https://city2city.ru/izhevsk-moskva;Ижевск;Москва;35500;1180;74;56;4;5;9;такси Ижевск Москва;56;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/ekaterinburg-beloreczk;Екатеринбург;Белорецк;53700;1790;73;67;0;5;1;такси Екатеринбург Белорецк;67;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_STANDARD
https://city2city.ru/astraxan-moskva;Астрахань;Москва;41800;1395;72;61;0;1;10;такси Астрахань Москва;61;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/hanty-mansijsk-njagan;Ханты-Мансийск;Нягань;8700;290;71;54;4;0;13;такси Ханты-Мансийск Нягань;54;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-asbest;Екатеринбург;Асбест;3800;85;70;48;0;7;15;такси Екатеринбург Асбест;48;NO;;SEO;SEO_STANDARD
https://city2city.ru/kazan-innopolis;Казань;Иннополис;2000;40;70;62;4;0;4;такси Казань Иннополис;62;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-slyudyanka;Иркутск;Слюдянка;3800;105;69;58;2;0;9;такси Иркутск Слюдянка;58;NO;;SEO;SEO_STANDARD
https://city2city.ru/belgorod-stroitel;Белгород;Строитель;2000;25;69;64;0;0;5;такси Белгород Строитель;64;NO;;SEO;SEO_STANDARD
https://city2city.ru/izhevsk-neftekamsk;Ижевск;Нефтекамск;4700;130;69;57;1;4;7;такси Ижевск Нефтекамск;57;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-cheremxovo;Иркутск;Черемхово;5200;145;69;50;0;3;16;такси Иркутск Черемхово;50;NO;;SEO;SEO_STANDARD
https://city2city.ru/ivanovo-vichuga;Иваново;Вичуга;3400;75;69;48;0;1;20;такси Иваново Вичуга;48;NO;;SEO;SEO_STANDARD
https://city2city.ru/belgorod-shebekino;Белгород;Шебекино;2000;35;68;58;0;0;10;такси Белгород Шебекино;58;NO;;SEO;SEO_STANDARD
https://city2city.ru/kazan-belebej;Казань;Белебей;13000;435;67;65;1;1;0;такси Казань Белебей;65;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kazan-tolyatti;Казань;Тольятти;10000;340;65;43;8;3;11;такси Казань Тольятти;43;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/chelyabinsk-app-bugristoe;Челябинск;Троицк;4500;150;64;46;6;3;9;такси Челябинск Троицк;46;NO;;SEO;SEO_STANDARD
https://city2city.ru/blagoveshhensk-jakutsk;Благовещенск;Якутск;53000;1765;62;48;0;10;4;такси Благовещенск Якутск;48;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_STANDARD
https://city2city.ru/belgorod-valujki;Белгород;Валуйки;5300;147;62;55;0;0;7;такси Белгород Валуйки;55;NO;;SEO;SEO_STANDARD
https://city2city.ru/barnaul-alyaysk;Барнаул;Алейск;4900;135;61;47;0;2;12;такси Барнаул Алейск;47;NO;;SEO;SEO_STANDARD
https://city2city.ru/barnaul-rubtsovsk;Барнаул;Рубцовск;8800;295;59;52;1;0;6;такси Барнаул Рубцовск;52;NO;;SEO;SEO_STANDARD
https://city2city.ru/cheboksary-nizhnij-novgorod;Чебоксары;Нижний Новгород;7000;240;57;33;12;1;11;такси Чебоксары Нижний Новгород;33;NO;;SEO;SEO_STANDARD
https://city2city.ru/cheboksary-czivilsk;Чебоксары;Цивильск;2000;35;56;43;0;0;13;такси Чебоксары Цивильск;43;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-sysert;Екатеринбург;Сысерть;3000;50;56;47;1;2;6;такси Екатеринбург Сысерть;47;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-miass;Екатеринбург;Миасс;7200;240;55;39;5;2;9;такси Екатеринбург Миасс;39;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-kirensk;Иркутск;Киренск;28500;950;55;52;0;1;2;такси Иркутск Киренск;52;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_STANDARD
https://city2city.ru/bratsk-krasnojarsk;Братск;Красноярск;20400;680;55;49;0;3;3;такси Братск Красноярск;49;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_STANDARD
https://city2city.ru/ekaterinburg-beryozovskij;Екатеринбург;Берёзовский;2000;20;55;48;3;1;3;такси Екатеринбург Берёзовский;48;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-kazan;Екатеринбург;Казань;26700;890;54;42;6;1;5;такси Екатеринбург Казань;42;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/bryansk-domodedovo;Брянск;Домодедово;12000;400;53;2;51;0;0;трансфер Брянск Домодедово;51;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kemerovo-krasnoyarsk;Кемерово;Красноярск;15800;525;53;24;20;5;4;такси Кемерово Красноярск;24;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kazan-bolgar;Казань;Болгар;6100;185;51;42;3;2;4;такси Казань Болгар;42;NO;;SEO;SEO_STANDARD
https://city2city.ru/chelyabinsk-orenburg;Челябинск;Оренбург;22400;745;51;38;2;9;2;такси Челябинск Оренбург;38;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/chelyabinsk-satka;Челябинск;Сатка;5500;190;51;38;1;2;10;такси Челябинск Сатка;38;NO;;SEO;SEO_STANDARD
https://city2city.ru/belgorod-sankt-peterburg;Белгород;Санкт-Петербург;41000;1365;49;36;1;0;12;такси Белгород Санкт-Петербург;36;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/bryansk-smolensk;Брянск;Смоленск;7400;245;49;37;1;0;11;такси Брянск Смоленск;37;NO;;SEO;SEO_STANDARD
https://city2city.ru/kaluga-suvorov;Калуга;Суворов;2000;55;48;36;0;0;12;такси Калуга Суворов;36;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-novouralsk;Екатеринбург;Новоуральск;2500;80;48;41;4;1;2;такси Екатеринбург Новоуральск;41;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-rezh;Екатеринбург;Реж;2500;85;48;39;0;4;5;такси Екатеринбург Реж;39;NO;;SEO;SEO_STANDARD
https://city2city.ru/bryansk-dyatkovo;Брянск;Дятьково;3000;45;47;41;0;0;6;такси Брянск Дятьково;41;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-revda-2;Екатеринбург;Ревда;2000;50;47;38;1;6;2;такси Екатеринбург Ревда;38;NO;;SEO;SEO_STANDARD
https://city2city.ru/kazan-volzhsk;Казань;Волжск;3000;60;47;41;0;3;3;такси Казань Волжск;41;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-krasnoyarsk;Иркутск;Красноярск;31800;1060;46;33;0;0;13;такси Иркутск Красноярск;33;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/astraxan-xarabali;Астрахань;Харабали;5300;160;46;46;0;0;0;такси Астрахань Харабали;46;NO;;SEO;SEO_STANDARD
https://city2city.ru/chelyabinsk-orsk;Челябинск;Орск;18300;610;46;32;0;0;14;такси Челябинск Орск;32;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kemerovo-anzhero-sudzhensk;Кемерово;Анжеро-Судженск;3000;100;45;29;0;9;7;такси Кемерово Анжеро-Судженск;29;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-zarechnyj-2;Екатеринбург;Заречный;2000;55;44;39;2;1;2;такси Екатеринбург Заречный;39;NO;;SEO;SEO_STANDARD
https://city2city.ru/kemerovo-kiselyovsk;Кемерово;Киселёвск;5000;175;44;9;1;31;3;межгород Кемерово Киселёвск;31;NO;;SEO;SEO_STANDARD
https://city2city.ru/chelyabinsk-yuzhnouralsk;Челябинск;Южноуральск;2500;90;44;34;1;1;8;такси Челябинск Южноуральск;34;NO;;SEO;SEO_STANDARD
https://city2city.ru/cheboksary-alatyr;Чебоксары;Алатырь;6000;195;44;34;0;6;4;такси Чебоксары Алатырь;34;NO;;SEO;SEO_STANDARD
https://city2city.ru/ekaterinburg-orenburg;Екатеринбург;Оренбург;28800;960;43;39;1;1;2;такси Екатеринбург Оренбург;39;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kazan-buinsk;Казань;Буинск;4500;145;43;36;1;0;6;такси Казань Буинск;36;NO;;SEO;SEO_STANDARD
https://city2city.ru/kazan-saratov;Казань;Саратов;19600;655;42;31;4;3;4;такси Казань Саратов;31;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/elista-mineralnye-vody;Элиста;Минеральные Воды;9300;310;42;11;31;0;0;трансфер Элиста Минеральные Воды;31;NO;;SEO;SEO_STANDARD
https://city2city.ru/izhevsk-samara;Ижевск;Самара;16500;555;42;32;4;1;5;такси Ижевск Самара;32;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
https://city2city.ru/kazan-magnitogorsk;Казань;Магнитогорск;26100;870;42;20;19;1;2;такси Казань Магнитогорск;20;YES;ГРУППИРОВКА_ПО_ГОРОДУ;DIRECT;DIRECT_STANDARD
https://city2city.ru/cheboksary-ulyanovsk;Чебоксары;Ульяновск;7000;240;41;28;6;3;4;такси Чебоксары Ульяновск;28;NO;;SEO;SEO_STANDARD
https://city2city.ru/bryansk-starodub;Брянск;Стародуб;5000;140;41;35;0;0;6;такси Брянск Стародуб;35;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-zima;Иркутск;Зима;8000;270;40;35;3;2;0;такси Иркутск Зима;35;NO;;SEO;SEO_STANDARD
https://city2city.ru/kemerovo-tayga;Кемерово;Тайга;3800;105;40;27;2;2;9;такси Кемерово Тайга;27;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-severobajkalsk;Иркутск;Северобайкальск;24600;820;40;30;0;10;0;такси Иркутск Северобайкальск;30;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_STANDARD
https://city2city.ru/blagoveshhensk-zeya;Благовещенск;Зея;15300;510;40;36;0;4;0;такси Благовещенск Зея;36;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;DIRECT;DIRECT_STANDARD
https://city2city.ru/elista-stavropol;Элиста;Ставрополь;8000;265;39;31;8;0;0;такси Элиста Ставрополь;31;NO;;SEO;SEO_STANDARD
https://city2city.ru/kemerovo-topki;Кемерово;Топки;3000;35;39;32;0;1;6;такси Кемерово Топки;32;NO;;SEO;SEO_STANDARD
https://city2city.ru/irkutsk-novosibirsk;Иркутск;Новосибирск;55000;1835;39;31;0;0;8;такси Иркутск Новосибирск;31;YES;ТОЧНЫЕ_КЛЮЧИ;DIRECT;DIRECT_STANDARD
