city_from;city_to;page_url;template;phrase;total_count;top_1_phrase;top_1_count;top_2_phrase;top_2_count;top_3_phrase;top_3_count
Екатеринбург;Арамиль;https://city2city.ru/ekaterinburg-aramil;трансфер {city_from} {city_to};трансфер Екатеринбург Арамиль;0;;0;;0;;0
Екатеринбург;Арамиль;https://city2city.ru/ekaterinburg-aramil;межгород {city_from} {city_to};межгород Екатеринбург Арамиль;0;;0;;0;;0
Екатеринбург;Арамиль;https://city2city.ru/ekaterinburg-aramil;такси {city_from} {city_to} цена;такси Екатеринбург Арамиль цена;1;;0;;0;;0
Екатеринбург;посёлок городского типа Арти;https://city2city.ru/ekaterinburg-arti;такси {city_from} {city_to};такси Екатеринбург посёлок городского типа Арти;0;;0;;0;;0
Екатеринбург;посёлок городского типа Арти;https://city2city.ru/ekaterinburg-arti;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок городского типа Арти;0;;0;;0;;0
Екатеринбург;посёлок городского типа Арти;https://city2city.ru/ekaterinburg-arti;межгород {city_from} {city_to};межгород Екатеринбург посёлок городского типа Арти;0;;0;;0;;0
Екатеринбург;посёлок городского типа Арти;https://city2city.ru/ekaterinburg-arti;такси {city_from} {city_to} цена;такси Екатеринбург посёлок городского типа Арти цена;0;;0;;0;;0
Екатеринбург;Артёмовский;https://city2city.ru/ekaterinburg-artyomovskij;такси {city_from} {city_to};такси Екатеринбург Артёмовский;16;такси екатеринбург артемовский;16;;0;;0
Екатеринбург;Артёмовский;https://city2city.ru/ekaterinburg-artyomovskij;трансфер {city_from} {city_to};трансфер Екатеринбург Артёмовский;0;;0;;0;;0
Екатеринбург;Артёмовский;https://city2city.ru/ekaterinburg-artyomovskij;межгород {city_from} {city_to};межгород Екатеринбург Артёмовский;0;;0;;0;;0
Екатеринбург;Артёмовский;https://city2city.ru/ekaterinburg-artyomovskij;такси {city_from} {city_to} цена;такси Екатеринбург Артёмовский цена;2;;0;;0;;0
Екатеринбург;Асбест;https://city2city.ru/ekaterinburg-asbest;такси {city_from} {city_to};такси Екатеринбург Асбест;48;такси екатеринбург асбест;48;;0;;0
Екатеринбург;Асбест;https://city2city.ru/ekaterinburg-asbest;трансфер {city_from} {city_to};трансфер Екатеринбург Асбест;0;;0;;0;;0
Екатеринбург;Асбест;https://city2city.ru/ekaterinburg-asbest;межгород {city_from} {city_to};межгород Екатеринбург Асбест;7;;0;;0;;0
Екатеринбург;Асбест;https://city2city.ru/ekaterinburg-asbest;такси {city_from} {city_to} цена;такси Екатеринбург Асбест цена;15;;0;;0;;0
Екатеринбург;посёлок городского типа Атиг;https://city2city.ru/ekaterinburg-atig;такси {city_from} {city_to};такси Екатеринбург посёлок городского типа Атиг;0;;0;;0;;0
Екатеринбург;посёлок городского типа Атиг;https://city2city.ru/ekaterinburg-atig;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок городского типа Атиг;0;;0;;0;;0
Екатеринбург;посёлок городского типа Атиг;https://city2city.ru/ekaterinburg-atig;межгород {city_from} {city_to};межгород Екатеринбург посёлок городского типа Атиг;0;;0;;0;;0
Екатеринбург;посёлок городского типа Атиг;https://city2city.ru/ekaterinburg-atig;такси {city_from} {city_to} цена;такси Екатеринбург посёлок городского типа Атиг цена;0;;0;;0;;0
Екатеринбург;Баймак;https://city2city.ru/ekaterinburg-bajmak;такси {city_from} {city_to};такси Екатеринбург Баймак;2;;0;;0;;0
Екатеринбург;Баймак;https://city2city.ru/ekaterinburg-bajmak;трансфер {city_from} {city_to};трансфер Екатеринбург Баймак;0;;0;;0;;0
Екатеринбург;Баймак;https://city2city.ru/ekaterinburg-bajmak;межгород {city_from} {city_to};межгород Екатеринбург Баймак;0;;0;;0;;0
Екатеринбург;Баймак;https://city2city.ru/ekaterinburg-bajmak;такси {city_from} {city_to} цена;такси Екатеринбург Баймак цена;0;;0;;0;;0
Екатеринбург;Белорецк;https://city2city.ru/ekaterinburg-beloreczk;такси {city_from} {city_to};такси Екатеринбург Белорецк;67;такси белорецк екатеринбург;67;такси белорецк екатеринбург телефон;5;;0
Екатеринбург;Белорецк;https://city2city.ru/ekaterinburg-beloreczk;трансфер {city_from} {city_to};трансфер Екатеринбург Белорецк;0;;0;;0;;0
Екатеринбург;Белорецк;https://city2city.ru/ekaterinburg-beloreczk;межгород {city_from} {city_to};межгород Екатеринбург Белорецк;5;;0;;0;;0
Екатеринбург;Белорецк;https://city2city.ru/ekaterinburg-beloreczk;такси {city_from} {city_to} цена;такси Екатеринбург Белорецк цена;1;;0;;0;;0
Екатеринбург;посёлок городского типа Белоярский;https://city2city.ru/ekaterinburg-beloyarskij;такси {city_from} {city_to};такси Екатеринбург посёлок городского типа Белоярский;0;;0;;0;;0
Екатеринбург;посёлок городского типа Белоярский;https://city2city.ru/ekaterinburg-beloyarskij;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок городского типа Белоярский;0;;0;;0;;0
Екатеринбург;посёлок городского типа Белоярский;https://city2city.ru/ekaterinburg-beloyarskij;межгород {city_from} {city_to};межгород Екатеринбург посёлок городского типа Белоярский;0;;0;;0;;0
Екатеринбург;посёлок городского типа Белоярский;https://city2city.ru/ekaterinburg-beloyarskij;такси {city_from} {city_to} цена;такси Екатеринбург посёлок городского типа Белоярский цена;0;;0;;0;;0
Екатеринбург;Березники;https://city2city.ru/ekaterinburg-berezniki;такси {city_from} {city_to};такси Екатеринбург Березники;0;;0;;0;;0
Екатеринбург;Березники;https://city2city.ru/ekaterinburg-berezniki;трансфер {city_from} {city_to};трансфер Екатеринбург Березники;2;;0;;0;;0
Екатеринбург;Березники;https://city2city.ru/ekaterinburg-berezniki;межгород {city_from} {city_to};межгород Екатеринбург Березники;1;;0;;0;;0
Екатеринбург;Березники;https://city2city.ru/ekaterinburg-berezniki;такси {city_from} {city_to} цена;такси Екатеринбург Березники цена;0;;0;;0;;0
Екатеринбург;Берёзовский;https://city2city.ru/ekaterinburg-beryozovskij;такси {city_from} {city_to};такси Екатеринбург Берёзовский;48;такси березовский екатеринбург;48;;0;;0
Екатеринбург;Берёзовский;https://city2city.ru/ekaterinburg-beryozovskij;трансфер {city_from} {city_to};трансфер Екатеринбург Берёзовский;3;;0;;0;;0
Екатеринбург;Берёзовский;https://city2city.ru/ekaterinburg-beryozovskij;межгород {city_from} {city_to};межгород Екатеринбург Берёзовский;1;;0;;0;;0
Екатеринбург;Берёзовский;https://city2city.ru/ekaterinburg-beryozovskij;такси {city_from} {city_to} цена;такси Екатеринбург Берёзовский цена;3;;0;;0;;0
Екатеринбург;Бирск;https://city2city.ru/ekaterinburg-birsk;такси {city_from} {city_to};такси Екатеринбург Бирск;3;;0;;0;;0
Екатеринбург;Бирск;https://city2city.ru/ekaterinburg-birsk;трансфер {city_from} {city_to};трансфер Екатеринбург Бирск;0;;0;;0;;0
Екатеринбург;Бирск;https://city2city.ru/ekaterinburg-birsk;межгород {city_from} {city_to};межгород Екатеринбург Бирск;0;;0;;0;;0
Екатеринбург;Бирск;https://city2city.ru/ekaterinburg-birsk;такси {city_from} {city_to} цена;такси Екатеринбург Бирск цена;1;;0;;0;;0
Екатеринбург;посёлок городского типа Бисерть;https://city2city.ru/ekaterinburg-bisert;такси {city_from} {city_to};такси Екатеринбург посёлок городского типа Бисерть;0;;0;;0;;0
Екатеринбург;посёлок городского типа Бисерть;https://city2city.ru/ekaterinburg-bisert;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок городского типа Бисерть;0;;0;;0;;0
Екатеринбург;посёлок городского типа Бисерть;https://city2city.ru/ekaterinburg-bisert;межгород {city_from} {city_to};межгород Екатеринбург посёлок городского типа Бисерть;0;;0;;0;;0
Екатеринбург;посёлок городского типа Бисерть;https://city2city.ru/ekaterinburg-bisert;такси {city_from} {city_to} цена;такси Екатеринбург посёлок городского типа Бисерть цена;0;;0;;0;;0
Екатеринбург;Чайковский;https://city2city.ru/ekaterinburg-chajkovskij;такси {city_from} {city_to};такси Екатеринбург Чайковский;2;;0;;0;;0
Екатеринбург;Чайковский;https://city2city.ru/ekaterinburg-chajkovskij;трансфер {city_from} {city_to};трансфер Екатеринбург Чайковский;1;;0;;0;;0
Екатеринбург;Чайковский;https://city2city.ru/ekaterinburg-chajkovskij;межгород {city_from} {city_to};межгород Екатеринбург Чайковский;0;;0;;0;;0
Екатеринбург;Чайковский;https://city2city.ru/ekaterinburg-chajkovskij;такси {city_from} {city_to} цена;такси Екатеринбург Чайковский цена;0;;0;;0;;0
Екатеринбург;Чебаркуль;https://city2city.ru/ekaterinburg-chebarkul;такси {city_from} {city_to};такси Екатеринбург Чебаркуль;25;чебаркуль екатеринбург такси;25;;0;;0
Екатеринбург;Чебаркуль;https://city2city.ru/ekaterinburg-chebarkul;трансфер {city_from} {city_to};трансфер Екатеринбург Чебаркуль;0;;0;;0;;0
Екатеринбург;Чебаркуль;https://city2city.ru/ekaterinburg-chebarkul;межгород {city_from} {city_to};межгород Екатеринбург Чебаркуль;3;;0;;0;;0
Екатеринбург;Чебаркуль;https://city2city.ru/ekaterinburg-chebarkul;такси {city_from} {city_to} цена;такси Екатеринбург Чебаркуль цена;3;;0;;0;;0
Екатеринбург;Чебоксары;https://city2city.ru/ekaterinburg-cheboksary;такси {city_from} {city_to};такси Екатеринбург Чебоксары;1;;0;;0;;0
Екатеринбург;Чебоксары;https://city2city.ru/ekaterinburg-cheboksary;трансфер {city_from} {city_to};трансфер Екатеринбург Чебоксары;0;;0;;0;;0
Екатеринбург;Чебоксары;https://city2city.ru/ekaterinburg-cheboksary;межгород {city_from} {city_to};межгород Екатеринбург Чебоксары;0;;0;;0;;0
Екатеринбург;Чебоксары;https://city2city.ru/ekaterinburg-cheboksary;такси {city_from} {city_to} цена;такси Екатеринбург Чебоксары цена;1;;0;;0;;0
международный аэропорт Кольцово Екатеринбург;;https://city2city.ru/ekaterinburg-chelyabinsk;такси {city_from} {city_to};такси международный аэропорт Кольцово Екатеринбург ;1;;0;;0;;0
международный аэропорт Кольцово Екатеринбург;;https://city2city.ru/ekaterinburg-chelyabinsk;трансфер {city_from} {city_to};трансфер международный аэропорт Кольцово Екатеринбург ;0;;0;;0;;0
международный аэропорт Кольцово Екатеринбург;;https://city2city.ru/ekaterinburg-chelyabinsk;межгород {city_from} {city_to};межгород международный аэропорт Кольцово Екатеринбург ;0;;0;;0;;0
международный аэропорт Кольцово Екатеринбург;;https://city2city.ru/ekaterinburg-chelyabinsk;такси {city_from} {city_to} цена;такси международный аэропорт Кольцово Екатеринбург  цена;1;;0;;0;;0
Екатеринбург;Челябинск;https://city2city.ru/ekaterinburg-chelyabinsk-2;такси {city_from} {city_to};такси Екатеринбург Челябинск;642;такси екатеринбург челябинск;642;такси челябинск кольцово екатеринбург;177;такси челябинск екатеринбург стоимость;78
Екатеринбург;Челябинск;https://city2city.ru/ekaterinburg-chelyabinsk-2;трансфер {city_from} {city_to};трансфер Екатеринбург Челябинск;180;трансфер челябинск екатеринбург;180;трансфер челябинск екатеринбург аэропорт;31;трансфер челябинск кольцово екатеринбург;29
Екатеринбург;Челябинск;https://city2city.ru/ekaterinburg-chelyabinsk-2;межгород {city_from} {city_to};межгород Екатеринбург Челябинск;62;межгород екатеринбург челябинск;62;такси межгород екатеринбург челябинск;28;;0
Екатеринбург;Челябинск;https://city2city.ru/ekaterinburg-chelyabinsk-2;такси {city_from} {city_to} цена;такси Екатеринбург Челябинск цена;78;такси екатеринбург челябинск цена;78;заказать такси с челябинска до екатеринбурга цена;6;;0
Екатеринбург;Чернушка;https://city2city.ru/ekaterinburg-chernushka;такси {city_from} {city_to};такси Екатеринбург Чернушка;6;;0;;0;;0
Екатеринбург;Чернушка;https://city2city.ru/ekaterinburg-chernushka;трансфер {city_from} {city_to};трансфер Екатеринбург Чернушка;0;;0;;0;;0
Екатеринбург;Чернушка;https://city2city.ru/ekaterinburg-chernushka;межгород {city_from} {city_to};межгород Екатеринбург Чернушка;0;;0;;0;;0
Екатеринбург;Чернушка;https://city2city.ru/ekaterinburg-chernushka;такси {city_from} {city_to} цена;такси Екатеринбург Чернушка цена;0;;0;;0;;0
Екатеринбург;Чусовой;https://city2city.ru/ekaterinburg-chusovoj;такси {city_from} {city_to};такси Екатеринбург Чусовой;7;;0;;0;;0
Екатеринбург;Чусовой;https://city2city.ru/ekaterinburg-chusovoj;трансфер {city_from} {city_to};трансфер Екатеринбург Чусовой;0;;0;;0;;0
Екатеринбург;Чусовой;https://city2city.ru/ekaterinburg-chusovoj;межгород {city_from} {city_to};межгород Екатеринбург Чусовой;0;;0;;0;;0
Екатеринбург;Чусовой;https://city2city.ru/ekaterinburg-chusovoj;такси {city_from} {city_to} цена;такси Екатеринбург Чусовой цена;3;;0;;0;;0
Екатеринбург;Дегтярск;https://city2city.ru/ekaterinburg-degtyarsk;такси {city_from} {city_to};такси Екатеринбург Дегтярск;10;такси екатеринбург дегтярск;10;;0;;0
Екатеринбург;Дегтярск;https://city2city.ru/ekaterinburg-degtyarsk;трансфер {city_from} {city_to};трансфер Екатеринбург Дегтярск;0;;0;;0;;0
Екатеринбург;Дегтярск;https://city2city.ru/ekaterinburg-degtyarsk;межгород {city_from} {city_to};межгород Екатеринбург Дегтярск;0;;0;;0;;0
Екатеринбург;Дегтярск;https://city2city.ru/ekaterinburg-degtyarsk;такси {city_from} {city_to} цена;такси Екатеринбург Дегтярск цена;0;;0;;0;;0
Екатеринбург;Добрянка;https://city2city.ru/ekaterinburg-dobryanka;такси {city_from} {city_to};такси Екатеринбург Добрянка;1;;0;;0;;0
Екатеринбург;Добрянка;https://city2city.ru/ekaterinburg-dobryanka;трансфер {city_from} {city_to};трансфер Екатеринбург Добрянка;0;;0;;0;;0
Екатеринбург;Добрянка;https://city2city.ru/ekaterinburg-dobryanka;межгород {city_from} {city_to};межгород Екатеринбург Добрянка;0;;0;;0;;0
Екатеринбург;Добрянка;https://city2city.ru/ekaterinburg-dobryanka;такси {city_from} {city_to} цена;такси Екатеринбург Добрянка цена;0;;0;;0;;0
Екатеринбург;посёлок городского типа Дружинино;https://city2city.ru/ekaterinburg-druzhinino;такси {city_from} {city_to};такси Екатеринбург посёлок городского типа Дружинино;0;;0;;0;;0
Екатеринбург;посёлок городского типа Дружинино;https://city2city.ru/ekaterinburg-druzhinino;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок городского типа Дружинино;0;;0;;0;;0
Екатеринбург;посёлок городского типа Дружинино;https://city2city.ru/ekaterinburg-druzhinino;межгород {city_from} {city_to};межгород Екатеринбург посёлок городского типа Дружинино;0;;0;;0;;0
Екатеринбург;посёлок городского типа Дружинино;https://city2city.ru/ekaterinburg-druzhinino;такси {city_from} {city_to} цена;такси Екатеринбург посёлок городского типа Дружинино цена;0;;0;;0;;0
Екатеринбург;рабочий посёлок Елань;https://city2city.ru/ekaterinburg-elan;такси {city_from} {city_to};такси Екатеринбург рабочий посёлок Елань;0;;0;;0;;0
Екатеринбург;рабочий посёлок Елань;https://city2city.ru/ekaterinburg-elan;трансфер {city_from} {city_to};трансфер Екатеринбург рабочий посёлок Елань;0;;0;;0;;0
Екатеринбург;рабочий посёлок Елань;https://city2city.ru/ekaterinburg-elan;межгород {city_from} {city_to};межгород Екатеринбург рабочий посёлок Елань;0;;0;;0;;0
Екатеринбург;рабочий посёлок Елань;https://city2city.ru/ekaterinburg-elan;такси {city_from} {city_to} цена;такси Екатеринбург рабочий посёлок Елань цена;0;;0;;0;;0
Екатеринбург;Еманжелинск;https://city2city.ru/ekaterinburg-emanzhelinsk;такси {city_from} {city_to};такси Екатеринбург Еманжелинск;2;;0;;0;;0
Екатеринбург;Еманжелинск;https://city2city.ru/ekaterinburg-emanzhelinsk;трансфер {city_from} {city_to};трансфер Екатеринбург Еманжелинск;0;;0;;0;;0
Екатеринбург;Еманжелинск;https://city2city.ru/ekaterinburg-emanzhelinsk;межгород {city_from} {city_to};межгород Екатеринбург Еманжелинск;0;;0;;0;;0
Екатеринбург;Еманжелинск;https://city2city.ru/ekaterinburg-emanzhelinsk;такси {city_from} {city_to} цена;такси Екатеринбург Еманжелинск цена;0;;0;;0;;0
Екатеринбург;Гай;https://city2city.ru/ekaterinburg-gaj;такси {city_from} {city_to};такси Екатеринбург Гай;2;;0;;0;;0
Екатеринбург;Гай;https://city2city.ru/ekaterinburg-gaj;трансфер {city_from} {city_to};трансфер Екатеринбург Гай;0;;0;;0;;0
Екатеринбург;Гай;https://city2city.ru/ekaterinburg-gaj;межгород {city_from} {city_to};межгород Екатеринбург Гай;0;;0;;0;;0
Екатеринбург;Гай;https://city2city.ru/ekaterinburg-gaj;такси {city_from} {city_to} цена;такси Екатеринбург Гай цена;0;;0;;0;;0
Екатеринбург;посёлок городского типа Гари;https://city2city.ru/ekaterinburg-gari;такси {city_from} {city_to};такси Екатеринбург посёлок городского типа Гари;0;;0;;0;;0
Екатеринбург;посёлок городского типа Гари;https://city2city.ru/ekaterinburg-gari;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок городского типа Гари;0;;0;;0;;0
Екатеринбург;посёлок городского типа Гари;https://city2city.ru/ekaterinburg-gari;межгород {city_from} {city_to};межгород Екатеринбург посёлок городского типа Гари;0;;0;;0;;0
Екатеринбург;посёлок городского типа Гари;https://city2city.ru/ekaterinburg-gari;такси {city_from} {city_to} цена;такси Екатеринбург посёлок городского типа Гари цена;0;;0;;0;;0
Екатеринбург;Геленджик;https://city2city.ru/ekaterinburg-gelendzhik;такси {city_from} {city_to};такси Екатеринбург Геленджик;0;;0;;0;;0
Екатеринбург;Геленджик;https://city2city.ru/ekaterinburg-gelendzhik;трансфер {city_from} {city_to};трансфер Екатеринбург Геленджик;0;;0;;0;;0
Екатеринбург;Геленджик;https://city2city.ru/ekaterinburg-gelendzhik;межгород {city_from} {city_to};межгород Екатеринбург Геленджик;0;;0;;0;;0
Екатеринбург;Геленджик;https://city2city.ru/ekaterinburg-gelendzhik;такси {city_from} {city_to} цена;такси Екатеринбург Геленджик цена;0;;0;;0;;0
Екатеринбург;Горнозаводск;https://city2city.ru/ekaterinburg-gornozavodsk;такси {city_from} {city_to};такси Екатеринбург Горнозаводск;6;такси от горнозаводска до екатеринбурга цена;6;;0;;0
Екатеринбург;Горнозаводск;https://city2city.ru/ekaterinburg-gornozavodsk;трансфер {city_from} {city_to};трансфер Екатеринбург Горнозаводск;0;;0;;0;;0
Екатеринбург;Горнозаводск;https://city2city.ru/ekaterinburg-gornozavodsk;межгород {city_from} {city_to};межгород Екатеринбург Горнозаводск;0;;0;;0;;0
Екатеринбург;Горнозаводск;https://city2city.ru/ekaterinburg-gornozavodsk;такси {city_from} {city_to} цена;такси Екатеринбург Горнозаводск цена;6;такси от горнозаводска до екатеринбурга цена;6;;0;;0
Екатеринбург;Губаха;https://city2city.ru/ekaterinburg-gubaxa;такси {city_from} {city_to};такси Екатеринбург Губаха;1;;0;;0;;0
Екатеринбург;Губаха;https://city2city.ru/ekaterinburg-gubaxa;трансфер {city_from} {city_to};трансфер Екатеринбург Губаха;13;;0;;0;;0
Екатеринбург;Губаха;https://city2city.ru/ekaterinburg-gubaxa;межгород {city_from} {city_to};межгород Екатеринбург Губаха;0;;0;;0;;0
Екатеринбург;Губаха;https://city2city.ru/ekaterinburg-gubaxa;такси {city_from} {city_to} цена;такси Екатеринбург Губаха цена;0;;0;;0;;0
Екатеринбург;;https://city2city.ru/ekaterinburg-irbit;такси {city_from} {city_to};такси Екатеринбург ;36663;такси екатеринбург;36663;яндекс такси екатеринбург;11184;такси екатеринбург телефон;6206
Екатеринбург;;https://city2city.ru/ekaterinburg-irbit;трансфер {city_from} {city_to};трансфер Екатеринбург ;1495;трансфер екатеринбург;1495;трансфер екатеринбург аэропорт;219;трансфер челябинск екатеринбург;180
Екатеринбург;;https://city2city.ru/ekaterinburg-irbit;межгород {city_from} {city_to};межгород Екатеринбург ;1356;межгород екатеринбург;1356;такси межгород екатеринбург;390;водитель екатеринбург межгород;291
Екатеринбург;;https://city2city.ru/ekaterinburg-irbit;такси {city_from} {city_to} цена;такси Екатеринбург  цена;1375;такси до екатеринбурга цена;483;такси кольцово екатеринбург цена;116;такси аэропорт екатеринбург цена;115
Екатеринбург;Ирбит;https://city2city.ru/ekaterinburg-irbit-2;такси {city_from} {city_to};такси Екатеринбург Ирбит;250;такси ирбит екатеринбург;250;такси межгород ирбит екатеринбург;62;такси ирбит екатеринбург номера;46
Екатеринбург;Ирбит;https://city2city.ru/ekaterinburg-irbit-2;трансфер {city_from} {city_to};трансфер Екатеринбург Ирбит;0;;0;;0;;0
Екатеринбург;Ирбит;https://city2city.ru/ekaterinburg-irbit-2;межгород {city_from} {city_to};межгород Екатеринбург Ирбит;68;ирбит екатеринбург межгород;68;такси межгород ирбит екатеринбург;62;;0
Екатеринбург;Ирбит;https://city2city.ru/ekaterinburg-irbit-2;такси {city_from} {city_to} цена;такси Екатеринбург Ирбит цена;23;такси ирбит екатеринбург цена;23;;0;;0
Екатеринбург;Ишим;https://city2city.ru/ekaterinburg-ishim;такси {city_from} {city_to};такси Екатеринбург Ишим;0;;0;;0;;0
Екатеринбург;Ишим;https://city2city.ru/ekaterinburg-ishim;трансфер {city_from} {city_to};трансфер Екатеринбург Ишим;0;;0;;0;;0
Екатеринбург;Ишим;https://city2city.ru/ekaterinburg-ishim;межгород {city_from} {city_to};межгород Екатеринбург Ишим;0;;0;;0;;0
Екатеринбург;Ишим;https://city2city.ru/ekaterinburg-ishim;такси {city_from} {city_to} цена;такси Екатеринбург Ишим цена;0;;0;;0;;0
Екатеринбург;Ижевск;https://city2city.ru/ekaterinburg-izhevsk;такси {city_from} {city_to};такси Екатеринбург Ижевск;11;такси екатеринбург ижевск;11;;0;;0
Екатеринбург;Ижевск;https://city2city.ru/ekaterinburg-izhevsk;трансфер {city_from} {city_to};трансфер Екатеринбург Ижевск;23;трансфер ижевск екатеринбург;23;;0;;0
Екатеринбург;Ижевск;https://city2city.ru/ekaterinburg-izhevsk;межгород {city_from} {city_to};межгород Екатеринбург Ижевск;0;;0;;0;;0
Екатеринбург;Ижевск;https://city2city.ru/ekaterinburg-izhevsk;такси {city_from} {city_to} цена;такси Екатеринбург Ижевск цена;0;;0;;0;;0
Екатеринбург;Качканар;https://city2city.ru/ekaterinburg-kachkanar;такси {city_from} {city_to};такси Екатеринбург Качканар;23;такси качканар екатеринбург;23;межгород такси с качканара до екатеринбурга цена;5;;0
Екатеринбург;Качканар;https://city2city.ru/ekaterinburg-kachkanar;трансфер {city_from} {city_to};трансфер Екатеринбург Качканар;4;;0;;0;;0
Екатеринбург;Качканар;https://city2city.ru/ekaterinburg-kachkanar;межгород {city_from} {city_to};межгород Екатеринбург Качканар;5;межгород такси с качканара до екатеринбурга цена;5;;0;;0
Екатеринбург;Качканар;https://city2city.ru/ekaterinburg-kachkanar;такси {city_from} {city_to} цена;такси Екатеринбург Качканар цена;6;межгород такси с качканара до екатеринбурга цена;5;;0;;0
Екатеринбург;Каменск-Уральский;https://city2city.ru/ekaterinburg-kamensk-uralskij;такси {city_from} {city_to};такси Екатеринбург Каменск-Уральский;87;такси екатеринбург каменск уральский;87;сколько стоит такси каменск уральский екатеринбург;15;такси каменск уральский екатеринбург цена;15
Екатеринбург;Каменск-Уральский;https://city2city.ru/ekaterinburg-kamensk-uralskij;трансфер {city_from} {city_to};трансфер Екатеринбург Каменск-Уральский;2;;0;;0;;0
Екатеринбург;Каменск-Уральский;https://city2city.ru/ekaterinburg-kamensk-uralskij;межгород {city_from} {city_to};межгород Екатеринбург Каменск-Уральский;9;;0;;0;;0
Екатеринбург;Каменск-Уральский;https://city2city.ru/ekaterinburg-kamensk-uralskij;такси {city_from} {city_to} цена;такси Екатеринбург Каменск-Уральский цена;15;такси каменск уральский екатеринбург цена;15;;0;;0
Екатеринбург;посёлок городского типа Карабаш;https://city2city.ru/ekaterinburg-karabash;такси {city_from} {city_to};такси Екатеринбург посёлок городского типа Карабаш;0;;0;;0;;0
Екатеринбург;посёлок городского типа Карабаш;https://city2city.ru/ekaterinburg-karabash;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок городского типа Карабаш;0;;0;;0;;0
Екатеринбург;посёлок городского типа Карабаш;https://city2city.ru/ekaterinburg-karabash;межгород {city_from} {city_to};межгород Екатеринбург посёлок городского типа Карабаш;0;;0;;0;;0
Екатеринбург;посёлок городского типа Карабаш;https://city2city.ru/ekaterinburg-karabash;такси {city_from} {city_to} цена;такси Екатеринбург посёлок городского типа Карабаш цена;0;;0;;0;;0
Екатеринбург;посёлок Каргаполье;https://city2city.ru/ekaterinburg-kargapole;такси {city_from} {city_to};такси Екатеринбург посёлок Каргаполье;0;;0;;0;;0
Екатеринбург;посёлок Каргаполье;https://city2city.ru/ekaterinburg-kargapole;трансфер {city_from} {city_to};трансфер Екатеринбург посёлок Каргаполье;0;;0;;0;;0
Екатеринбург;посёлок Каргаполье;https://city2city.ru/ekaterinburg-kargapole;межгород {city_from} {city_to};межгород Екатеринбург посёлок Каргаполье;0;;0;;0;;0
Екатеринбург;посёлок Каргаполье;https://city2city.ru/ekaterinburg-kargapole;такси {city_from} {city_to} цена;такси Екатеринбург посёлок Каргаполье цена;0;;0;;0;;0
Екатеринбург;Касли;https://city2city.ru/ekaterinburg-kasli;такси {city_from} {city_to};такси Екатеринбург Касли;4;;0;;0;;0
Екатеринбург;Касли;https://city2city.ru/ekaterinburg-kasli;трансфер {city_from} {city_to};трансфер Екатеринбург Касли;0;;0;;0;;0
Екатеринбург;Касли;https://city2city.ru/ekaterinburg-kasli;межгород {city_from} {city_to};межгород Екатеринбург Касли;0;;0;;0;;0
Екатеринбург;Касли;https://city2city.ru/ekaterinburg-kasli;такси {city_from} {city_to} цена;такси Екатеринбург Касли цена;2;;0;;0;;0
Екатеринбург;Казань;https://city2city.ru/ekaterinburg-kazan;такси {city_from} {city_to};такси Екатеринбург Казань;42;такси екатеринбург казань;42;сколько стоит такси екатеринбург казань;8;такси казань екатеринбург цена;5
Екатеринбург;Казань;https://city2city.ru/ekaterinburg-kazan;трансфер {city_from} {city_to};трансфер Екатеринбург Казань;6;;0;;0;;0
Екатеринбург;Казань;https://city2city.ru/ekaterinburg-kazan;межгород {city_from} {city_to};межгород Екатеринбург Казань;1;;0;;0;;0
Екатеринбург;Казань;https://city2city.ru/ekaterinburg-kazan;такси {city_from} {city_to} цена;такси Екатеринбург Казань цена;5;такси казань екатеринбург цена;5;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov;такси {city_from} {city_to};такси Екатеринбург Киров;8;;0;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov;трансфер {city_from} {city_to};трансфер Екатеринбург Киров;3;;0;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov;межгород {city_from} {city_to};межгород Екатеринбург Киров;5;;0;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov;такси {city_from} {city_to} цена;такси Екатеринбург Киров цена;3;;0;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov-2;такси {city_from} {city_to};такси Екатеринбург Киров;8;;0;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov-2;трансфер {city_from} {city_to};трансфер Екатеринбург Киров;3;;0;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov-2;межгород {city_from} {city_to};межгород Екатеринбург Киров;5;;0;;0;;0
Екатеринбург;Киров;https://city2city.ru/ekaterinburg-kirov-2;такси {city_from} {city_to} цена;такси Екатеринбург Киров цена;3;;0;;0;;0
Екатеринбург;Кировград;https://city2city.ru/ekaterinburg-kirovgrad;такси {city_from} {city_to};такси Екатеринбург Кировград;12;такси кировград екатеринбург;12;;0;;0
